date,Stage_ft,Stage_m,Storage_acft,Storage_cmd,SA_acres
1/16/2016,14.946,4.5555408,3955700,4879276836,447735.6
1/17/2016,15.01,4.575048,3984400,4914677712,448240
1/18/2016,15.052,4.5878496,4002880,4937472422,448408
1/19/2016,15.06,4.590288,4006400,4941814272,448440
1/20/2016,15.08,4.596384,4015200,4952668896,448520
1/21/2016,15.104,4.6036992,4025760,4965694445,448616
1/22/2016,15.188,4.6293024,4062720,5011283866,448952
1/23/2016,15.238,4.6445424,4084720,5038420426,449152
1/24/2016,15.276,4.6561248,4101440,5059044211,449304
1/25/2016,15.29,4.660392,4107600,5066642448,449360
1/26/2016,15.314,4.6677072,4118160,5079667997,449456
1/27/2016,15.52,4.730496,4209000,5191717320,450280
1/28/2016,15.788,4.8121824,4329600,5340475008,451352
1/29/2016,15.948,4.8609504,4401600,5429285568,451992
1/30/2016,16.058,4.8944784,4451100,5490342828,452420.4
1/31/2016,16.126,4.9152048,4481700,5528087316,452678.8
2/1/2016,16.17,4.928616,4501500,5552510220,452846
2/2/2016,16.202,4.9383696,4515900,5570272332,452967.6
2/3/2016,16.234,4.9481232,4530300,5588034444,453089.2
2/4/2016,16.254,4.9542192,4539300,5599135764,453165.2
2/5/2016,16.27,4.959096,4546500,5608016820,453226
2/6/2016,16.296,4.9670208,4558200,5622448536,453324.8
2/7/2016,16.336,4.9792128,4576200,5644651176,453476.8
2/8/2016,16.338,4.9798224,4577100,5645761308,453484.4
2/9/2016,16.316,4.9731168,4567200,5633549856,453400.8
2/10/2016,16.29,4.965192,4555500,5619118140,453302
2/11/2016,16.262,4.9566576,4542900,5603576292,453195.6
2/12/2016,16.242,4.9505616,4533900,5592474972,453119.6
2/13/2016,16.218,4.9432464,4523100,5579153388,453028.4
2/14/2016,16.19,4.934712,4510500,5563611540,452922
2/15/2016,16.18,4.931664,4506000,5558060880,452884
2/16/2016,16.228,4.9462944,4527600,5584704048,453066.4
2/17/2016,16.23,4.946904,4528500,5585814180,453074
2/18/2016,16.188,4.9341024,4509600,5562501408,452914.4
2/19/2016,16.156,4.9243488,4495200,5544739296,452792.8
2/20/2016,16.126,4.9152048,4481700,5528087316,452678.8
2/21/2016,16.09,4.904232,4465500,5508104940,452542
2/22/2016,16.064,4.8963072,4453800,5493673224,452443.2
2/23/2016,16.038,4.8883824,4442100,5479241508,452344.4
2/24/2016,16.04,4.888992,4443000,5480351640,452352
2/25/2016,16.022,4.8835056,4434900,5470360452,452283.6
2/26/2016,15.986,4.8725328,4418700,5450378076,452144
2/27/2016,15.934,4.8566832,4395300,5421514644,451936
2/28/2016,15.9,4.84632,4380000,5402642400,451800
2/29/2016,15.874,4.8383952,4368300,5388210684,451696
3/1/2016,15.848,4.8304704,4356600,5373778968,451592
3/2/2016,15.816,4.8207168,4342200,5356016856,451464
3/3/2016,15.778,4.8091344,4325100,5334924348,451312
3/4/2016,15.74,4.797552,4308000,5313831840,451160
3/5/2016,15.698,4.7847504,4289100,5290519068,450992
3/6/2016,15.66,4.773168,4272000,5269426560,450840
3/7/2016,15.638,4.7664624,4262100,5257215108,450752
3/8/2016,15.604,4.7560992,4246800,5238342864,450616
3/9/2016,15.57,4.745736,4231500,5219470620,450480
3/10/2016,15.536,4.7353728,4216200,5200598376,450344
3/11/2016,15.5,4.7244,4200000,5180616000,450200
3/12/2016,15.462,4.7128176,4183280,5159992214,450048
3/13/2016,15.426,4.7018448,4167440,5140453891,449904
3/14/2016,15.39,4.690872,4151600,5120915568,449760
3/15/2016,15.35,4.67868,4134000,5099206320,449600
3/16/2016,15.3,4.66344,4112000,5072069760,449400
3/17/2016,15.25,4.6482,4090000,5044933200,449200
3/18/2016,15.214,4.6372272,4074160,5025394877,449056
3/19/2016,15.216,4.6378368,4075040,5026480339,449064
3/20/2016,15.222,4.6396656,4077680,5029736726,449088
3/21/2016,15.156,4.6195488,4048640,4993916467,448824
3/22/2016,15.094,4.6006512,4021360,4960267133,448576
3/23/2016,15.062,4.5908976,4007280,4942899734,448448
3/24/2016,15.042,4.5848016,3998480,4932045110,448368
3/25/2016,15.058,4.5896784,4005520,4940728810,448432
3/26/2016,15.054,4.5884592,4003760,4938557885,448416
3/27/2016,15.058,4.5896784,4005520,4940728810,448432
3/28/2016,15.056,4.5890688,4004640,4939643347,448424
3/29/2016,15.048,4.5866304,4001120,4935301498,448392
3/30/2016,15.086,4.5982128,4017840,4955925283,448544
3/31/2016,15.098,4.6018704,4023120,4962438058,448592
4/1/2016,15.106,4.6043088,4026640,4966779907,448624
4/2/2016,15.114,4.6067472,4030160,4971121757,448656
4/3/2016,15.076,4.5951648,4013440,4950497971,448504
4/4/2016,15.07,4.593336,4010800,4947241584,448480
4/5/2016,15.05,4.58724,4002000,4936386960,448400
4/6/2016,15.03,4.581144,3993200,4925532336,448320
4/7/2016,14.998,4.5713904,3979100,4908140268,448182.8
4/8/2016,14.966,4.5616368,3964700,4890378156,447907.6
4/9/2016,14.926,4.5494448,3946700,4868175516,447563.6
4/10/2016,14.894,4.5396912,3932300,4850413404,447288.4
4/11/2016,14.86,4.529328,3917000,4831541160,446996
4/12/2016,14.822,4.5177456,3899900,4810448652,446669.2
4/13/2016,14.784,4.5061632,3882800,4789356144,446342.4
4/14/2016,14.756,4.4976288,3870200,4773814296,446101.6
4/15/2016,14.77,4.501896,3876500,4781585220,446222
4/16/2016,14.74,4.492752,3863000,4764933240,445964
4/17/2016,14.69,4.477512,3840500,4737179940,445534
4/18/2016,14.648,4.4647104,3821600,4713867168,445172.8
4/19/2016,14.612,4.4537376,3805400,4693884792,444863.2
4/20/2016,14.566,4.4397168,3784700,4668351756,444467.6
4/21/2016,14.516,4.4244768,3762200,4640598456,444037.6
4/22/2016,14.488,4.4159424,3749528,4624967797,443710.4
4/23/2016,14.492,4.4171616,3751352,4627217665,443773.6
4/24/2016,14.466,4.4092368,3739496,4612593526,443362.8
4/25/2016,14.43,4.398264,3723080,4592344718,442794
4/26/2016,14.39,4.386072,3704840,4569846043,442162
4/27/2016,14.346,4.3726608,3684776,4545097500,441466.8
4/28/2016,14.292,4.3562016,3660152,4514724289,440613.6
4/29/2016,14.256,4.3452288,3643736,4494475481,440044.8
4/30/2016,14.216,4.3330368,3625496,4471976806,439412.8
5/1/2016,14.164,4.3171872,3601784,4442728528,438591.2
5/2/2016,14.118,4.3031664,3580808,4416855052,437864.4
5/3/2016,14.08,4.291584,3563480,4395481310,437264
5/4/2016,14.072,4.2891456,3559832,4390981575,437137.6
5/5/2016,14.042,4.2800016,3546152,4374107569,436663.6
5/6/2016,14.004,4.2684192,3528824,4352733828,436063.2
5/7/2016,13.964,4.2562272,3511880,4331833742,434646.4
5/8/2016,13.934,4.2470832,3499280,4316291894,433518.4
5/9/2016,13.902,4.2373296,3485840,4299713923,432315.2
5/10/2016,13.858,4.2239184,3467360,4276919213,430660.8
5/11/2016,13.818,4.2117264,3450560,4256196749,429156.8
5/12/2016,13.78,4.200144,3434600,4236510408,427728
5/13/2016,13.748,4.1903904,3421160,4219932437,426524.8
5/14/2016,13.708,4.1781984,3404360,4199209973,425020.8
5/15/2016,13.664,4.1647872,3385880,4176415262,423366.4
5/16/2016,13.644,4.1586912,3377480,4166054030,422614.4
5/17/2016,13.654,4.1617392,3381680,4171234646,422990.4
5/18/2016,13.864,4.2257472,3469880,4280027582,430886.4
5/19/2016,14.06,4.285488,3554360,4384231973,436948
5/20/2016,14.148,4.3123104,3594488,4433729058,438338.4
5/21/2016,14.222,4.3348656,3628232,4475351607,439507.6
5/22/2016,14.26,4.346448,3645560,4496725349,440108
5/23/2016,14.306,4.3604688,3666536,4522598825,440834.8
5/24/2016,14.36,4.376928,3691160,4552972037,441688
5/25/2016,14.374,4.3811952,3697544,4560846573,441909.2
5/26/2016,14.378,4.3824144,3699368,4563096441,441972.4
5/27/2016,14.39,4.386072,3704840,4569846043,442162
5/28/2016,14.394,4.3872912,3706664,4572095911,442225.2
5/29/2016,14.394,4.3872912,3706664,4572095911,442225.2
5/30/2016,14.39,4.386072,3704840,4569846043,442162
5/31/2016,14.388,4.3854624,3703928,4568721109,442130.4
6/1/2016,14.378,4.3824144,3699368,4563096441,441972.4
6/2/2016,14.362,4.3775376,3692072,4554096971,441719.6
6/3/2016,14.334,4.3690032,3679304,4538347898,441277.2
6/4/2016,14.318,4.3641264,3672008,4529348428,441024.4
6/5/2016,14.326,4.3665648,3675656,4533848163,441150.8
6/6/2016,14.396,4.3879008,3707576,4573220844,442256.8
6/7/2016,14.376,4.3818048,3698456,4561971507,441940.8
6/8/2016,14.396,4.3879008,3707576,4573220844,442256.8
6/9/2016,14.504,4.4208192,3756800,4633937664,443934.4
6/10/2016,14.572,4.4415456,3787400,4671682152,444519.2
6/11/2016,14.636,4.4610528,3816200,4707206376,445069.6
6/12/2016,14.68,4.474464,3836000,4731629280,445448
6/13/2016,14.718,4.4860464,3853100,4752721788,445774.8
6/14/2016,14.754,4.4970192,3869300,4772704164,446084.4
6/15/2016,14.784,4.5061632,3882800,4789356144,446342.4
6/16/2016,14.804,4.5122592,3891800,4800457464,446514.4
6/17/2016,14.852,4.5268896,3913400,4827100632,446927.2
6/18/2016,14.884,4.5366432,3927800,4844862744,447202.4
6/19/2016,14.908,4.5439584,3938600,4858184328,447408.8
6/20/2016,14.92,4.547616,3944000,4864845120,447512
6/21/2016,14.908,4.5439584,3938600,4858184328,447408.8
6/22/2016,14.904,4.5427392,3936800,4855964064,447374.4
6/23/2016,14.91,4.544568,3939500,4859294460,447426
6/24/2016,14.908,4.5439584,3938600,4858184328,447408.8
6/25/2016,14.896,4.5403008,3933200,4851523536,447305.6
6/26/2016,14.884,4.5366432,3927800,4844862744,447202.4
6/27/2016,14.896,4.5403008,3933200,4851523536,447305.6
6/28/2016,14.89,4.538472,3930500,4848193140,447254
6/29/2016,14.892,4.5390816,3931400,4849303272,447271.2
6/30/2016,14.92,4.547616,3944000,4864845120,447512
7/1/2016,14.938,4.5531024,3952100,4874836308,447666.8
7/2/2016,14.942,4.5543216,3953900,4877056572,447701.2
7/3/2016,14.944,4.5549312,3954800,4878166704,447718.4
7/4/2016,14.934,4.5518832,3950300,4872616044,447632.4
7/5/2016,14.93,4.550664,3948500,4870395780,447598
7/6/2016,14.918,4.5470064,3943100,4863734988,447494.8
7/7/2016,14.9,4.54152,3935000,4853743800,447340
7/8/2016,14.876,4.5342048,3924200,4840422216,447133.6
7/9/2016,14.844,4.5244512,3909800,4822660104,446858.4
7/10/2016,14.812,4.5146976,3895400,4804897992,446583.2
7/11/2016,14.768,4.5012864,3875600,4780475088,446204.8
7/12/2016,14.73,4.489704,3858500,4759382580,445878
7/13/2016,14.72,4.486656,3854000,4753831920,445792
7/14/2016,14.714,4.4848272,3851300,4750501524,445740.4
7/15/2016,14.698,4.4799504,3844100,4741620468,445602.8
7/16/2016,14.694,4.4787312,3842300,4739400204,445568.4
7/17/2016,14.712,4.4842176,3850400,4749391392,445723.2
7/18/2016,14.68,4.474464,3836000,4731629280,445448
7/19/2016,14.658,4.4677584,3826100,4719417828,445258.8
7/20/2016,14.652,4.4659296,3823400,4716087432,445207.2
7/21/2016,14.656,4.4671488,3825200,4718307696,445241.6
7/22/2016,14.67,4.471416,3831500,4726078620,445362
7/23/2016,14.66,4.468368,3827000,4720527960,445276
7/24/2016,14.658,4.4677584,3826100,4719417828,445258.8
7/25/2016,14.676,4.4732448,3834200,4729409016,445413.6
7/26/2016,14.712,4.4842176,3850400,4749391392,445723.2
7/27/2016,14.708,4.4829984,3848600,4747171128,445688.8
7/28/2016,14.69,4.477512,3840500,4737179940,445534
7/29/2016,14.668,4.4708064,3830600,4724968488,445344.8
7/30/2016,14.64,4.462272,3818000,4709426640,445104
7/31/2016,14.614,4.4543472,3806300,4694994924,444880.4
8/1/2016,14.622,4.4567856,3809900,4699435452,444949.2
8/2/2016,14.604,4.4512992,3801800,4689444264,444794.4
8/3/2016,14.606,4.4519088,3802700,4690554396,444811.6
8/4/2016,14.604,4.4512992,3801800,4689444264,444794.4
8/5/2016,14.604,4.4512992,3801800,4689444264,444794.4
8/6/2016,14.602,4.4506896,3800900,4688334132,444777.2
8/7/2016,14.584,4.4452032,3792800,4678342944,444622.4
8/8/2016,14.632,4.4598336,3814400,4704986112,445035.2
8/9/2016,14.706,4.4823888,3847700,4746060996,445671.6
8/10/2016,14.732,4.4903136,3859400,4760492712,445895.2
8/11/2016,14.744,4.4939712,3864800,4767153504,445998.4
8/12/2016,14.756,4.4976288,3870200,4773814296,446101.6
8/13/2016,14.772,4.5025056,3877400,4782695352,446239.2
8/14/2016,14.76,4.498848,3872000,4776034560,446136
8/15/2016,14.75,4.4958,3867500,4770483900,446050
8/16/2016,14.75,4.4958,3867500,4770483900,446050
8/17/2016,14.742,4.4933616,3863900,4766043372,445981.2
8/18/2016,14.746,4.4945808,3865700,4768263636,446015.6
8/19/2016,14.742,4.4933616,3863900,4766043372,445981.2
8/20/2016,14.726,4.4884848,3856700,4757162316,445843.6
8/21/2016,14.7,4.48056,3845000,4742730600,445620
8/22/2016,14.688,4.4769024,3839600,4736069808,445516.8
8/23/2016,14.662,4.4689776,3827900,4721638092,445293.2
8/24/2016,14.652,4.4659296,3823400,4716087432,445207.2
8/25/2016,14.676,4.4732448,3834200,4729409016,445413.6
8/26/2016,14.692,4.4781216,3841400,4738290072,445551.2
8/27/2016,14.702,4.4811696,3845900,4743840732,445637.2
8/28/2016,14.71,4.483608,3849500,4748281260,445706
8/29/2016,14.726,4.4884848,3856700,4757162316,445843.6
8/30/2016,14.794,4.5092112,3887300,4794906804,446428.4
8/31/2016,14.818,4.5165264,3898100,4808228388,446634.8
9/1/2016,14.904,4.5427392,3936800,4855964064,447374.4
9/2/2016,14.946,4.5555408,3955700,4879276836,447735.6
9/3/2016,14.98,4.565904,3971000,4898149080,448028
9/4/2016,15.006,4.5738288,3982640,4912506787,448224
9/5/2016,15.028,4.5805344,3992320,4924446874,448312
9/6/2016,15.068,4.5927264,4009920,4946156122,448472
9/7/2016,15.104,4.6036992,4025760,4965694445,448616
9/8/2016,15.138,4.6140624,4040720,4984147306,448752
9/9/2016,15.162,4.6213776,4051280,4997172854,448848
9/10/2016,15.182,4.6274736,4060080,5008027478,448928
9/11/2016,15.21,4.636008,4072400,5023223952,449040
9/12/2016,15.244,4.6463712,4087360,5041676813,449176
9/13/2016,15.288,4.6597824,4106720,5065556986,449352
9/14/2016,15.334,4.6738032,4126960,5090522621,449536
9/15/2016,15.372,4.6853856,4143680,5111146406,449688
9/16/2016,15.392,4.6914816,4152480,5122001030,449768
9/17/2016,15.404,4.6951392,4157760,5128513805,449816
9/18/2016,15.426,4.7018448,4167440,5140453891,449904
9/19/2016,15.486,4.7201328,4193840,5173017763,450144
9/20/2016,15.542,4.7372016,4218900,5203928772,450368
9/21/2016,15.562,4.7432976,4227900,5215030092,450448
9/22/2016,15.58,4.748784,4236000,5225021280,450520
9/23/2016,15.594,4.7530512,4242300,5232792204,450576
9/24/2016,15.63,4.764024,4258500,5252774580,450720
9/25/2016,15.656,4.7719488,4270200,5267206296,450824
9/26/2016,15.674,4.7774352,4278300,5277197484,450896
9/27/2016,15.68,4.779264,4281000,5280527880,450920
9/28/2016,15.692,4.7829216,4286400,5287188672,450968
9/29/2016,15.708,4.7877984,4293600,5296069728,451032
9/30/2016,15.734,4.7957232,4305300,5310501444,451136
10/1/2016,15.76,4.803648,4317000,5324933160,451240
10/2/2016,15.756,4.8024288,4315200,5322712896,451224
10/3/2016,15.778,4.8091344,4325100,5334924348,451312
10/4/2016,15.852,4.8316896,4358400,5375999232,451608
10/5/2016,15.896,4.8451008,4378200,5400422136,451784
10/6/2016,15.896,4.8451008,4378200,5400422136,451784
10/7/2016,16.058,4.8944784,4451100,5490342828,452420.4
10/8/2016,16.072,4.8987456,4457400,5498113752,452473.6
10/9/2016,16.03,4.885944,4438500,5474800980,452314
10/10/2016,15.996,4.8755808,4423200,5455928736,452184
10/11/2016,15.964,4.8658272,4408800,5438166624,452056
10/12/2016,15.952,4.8621696,4403400,5431505832,452008
10/13/2016,15.946,4.8603408,4400700,5428175436,451984
10/14/2016,15.93,4.855464,4393500,5419294380,451920
10/15/2016,15.924,4.8536352,4390800,5415963984,451896
10/16/2016,15.906,4.8481488,4382700,5405972796,451824
10/17/2016,15.89,4.843272,4375500,5397091740,451760
10/18/2016,15.862,4.8347376,4362900,5381549892,451648
10/19/2016,15.828,4.8243744,4347600,5362677648,451512
10/20/2016,15.8,4.81584,4335000,5347135800,451400
10/21/2016,15.782,4.8103536,4326900,5337144612,451328
10/22/2016,15.748,4.7999904,4311600,5318272368,451192
10/23/2016,15.716,4.7902368,4297200,5300510256,451064
10/24/2016,15.684,4.7804832,4282800,5282748144,450936
10/25/2016,15.648,4.7695104,4266600,5262765768,450792
10/26/2016,15.61,4.757928,4249500,5241673260,450640
10/27/2016,15.568,4.7451264,4230600,5218360488,450472
10/28/2016,15.526,4.7323248,4211700,5195047716,450304
10/29/2016,15.498,4.7237904,4199120,5179530538,450192
10/30/2016,15.482,4.7189136,4192080,5170846838,450128
10/31/2016,15.452,4.7097696,4178880,5154564902,450008
11/1/2016,15.422,4.7006256,4165680,5138282966,449888
11/2/2016,15.386,4.6896528,4149840,5118744643,449744
11/3/2016,15.36,4.681728,4138400,5104633632,449640
11/4/2016,15.336,4.6744128,4127840,5091608083,449544
11/5/2016,15.302,4.6640496,4112880,5073155222,449408
11/6/2016,15.28,4.657344,4103200,5061215136,449320
11/7/2016,15.248,4.6475904,4089120,5043847738,449192
11/8/2016,15.232,4.6427136,4082080,5035164038,449128
11/9/2016,15.212,4.6366176,4073280,5024309414,449048
11/10/2016,15.188,4.6293024,4062720,5011283866,448952
11/11/2016,15.162,4.6213776,4051280,4997172854,448848
11/12/2016,15.138,4.6140624,4040720,4984147306,448752
11/13/2016,15.126,4.6104048,4035440,4977634531,448704
11/14/2016,15.11,4.605528,4028400,4968950832,448640
11/15/2016,15.084,4.5976032,4016960,4954839821,448536
11/16/2016,15.044,4.5854112,3999360,4933130573,448376
11/17/2016,15.024,4.5793152,3990560,4922275949,448296
11/18/2016,15.01,4.575048,3984400,4914677712,448240
11/19/2016,14.99,4.568952,3975500,4903699740,448114
11/20/2016,14.946,4.5555408,3955700,4879276836,447735.6
11/21/2016,14.924,4.5488352,3945800,4867065384,447546.4
11/22/2016,14.888,4.5378624,3929600,4847083008,447236.8
11/23/2016,14.882,4.5360336,3926900,4843752612,447185.2
11/24/2016,14.87,4.532376,3921500,4837091820,447082
11/25/2016,14.852,4.5268896,3913400,4827100632,446927.2
11/26/2016,14.818,4.5165264,3898100,4808228388,446634.8
11/27/2016,14.772,4.5025056,3877400,4782695352,446239.2
11/28/2016,14.784,4.5061632,3882800,4789356144,446342.4
11/29/2016,14.78,4.504944,3881000,4787135880,446308
11/30/2016,14.76,4.498848,3872000,4776034560,446136
12/1/2016,14.738,4.4921424,3862100,4763823108,445946.8
12/2/2016,14.686,4.4762928,3838700,4734959676,445499.6
12/3/2016,14.664,4.4695872,3828800,4722748224,445310.4
12/4/2016,14.66,4.468368,3827000,4720527960,445276
12/5/2016,14.656,4.4671488,3825200,4718307696,445241.6
12/6/2016,14.654,4.4665392,3824300,4717197564,445224.4
12/7/2016,14.666,4.4701968,3829700,4723858356,445327.6
12/8/2016,14.634,4.4604432,3815300,4706096244,445052.4
12/9/2016,14.58,4.443984,3791000,4676122680,444588
12/10/2016,14.57,4.440936,3786500,4670572020,444502
12/11/2016,14.584,4.4452032,3792800,4678342944,444622.4
12/12/2016,14.576,4.4427648,3789200,4673902416,444553.6
12/13/2016,14.57,4.440936,3786500,4670572020,444502
12/14/2016,14.558,4.4372784,3781100,4663911228,444398.8
12/15/2016,14.542,4.4324016,3773900,4655030172,444261.2
12/16/2016,14.52,4.425696,3764000,4642818720,444072
12/17/2016,14.516,4.4244768,3762200,4640598456,444037.6
12/18/2016,14.506,4.4214288,3757700,4635047796,443951.6
12/19/2016,14.494,4.4177712,3752264,4628342599,443805.2
12/20/2016,14.47,4.410456,3741320,4614843394,443426
12/21/2016,14.446,4.4031408,3730376,4601344188,443046.8
12/22/2016,14.428,4.3976544,3722168,4591219785,442762.4
12/23/2016,14.41,4.392168,3713960,4581095381,442478
12/24/2016,14.406,4.3909488,3712136,4578845513,442414.8
12/25/2016,14.396,4.3879008,3707576,4573220844,442256.8
12/26/2016,14.382,4.3836336,3701192,4565346308,442035.6
12/27/2016,14.368,4.3793664,3694808,4557471772,441814.4
12/28/2016,14.356,4.3757088,3689336,4550722169,441624.8
12/29/2016,14.332,4.3683936,3678392,4537222964,441245.6
12/30/2016,14.252,4.3440096,3641912,4492225614,439981.6
12/31/2016,14.24,4.340352,3636440,4485476011,439792
1/1/2017,14.234,4.3385232,3633704,4482101210,439697.2
1/2/2017,14.224,4.3354752,3629144,4476476541,439539.2
1/3/2017,14.214,4.3324272,3624584,4470851872,439381.2
1/4/2017,14.202,4.3287696,3619112,4464102270,439191.6
1/5/2017,14.19,4.325112,3613640,4457352667,439002
1/6/2017,14.178,4.3214544,3608168,4450603065,438812.4
1/7/2017,14.136,4.3086528,3589016,4426979456,438148.8
1/8/2017,14.034,4.2775632,3542504,4369607834,436537.2
1/9/2017,14.064,4.2867072,3556184,4386481840,437011.2
1/10/2017,14.056,4.2842688,3552536,4381982105,436884.8
1/11/2017,14.042,4.2800016,3546152,4374107569,436663.6
1/12/2017,14.032,4.2769536,3541592,4368482900,436505.6
1/13/2017,14.018,4.2726864,3535208,4360608364,436284.4
1/14/2017,14.002,4.2678096,3527912,4351608894,436031.6
1/15/2017,13.99,4.264152,3522800,4345303344,435624
1/16/2017,13.976,4.2598848,3516920,4338050482,435097.6
1/17/2017,13.97,4.258056,3514400,4334942112,434872
1/18/2017,13.964,4.2562272,3511880,4331833742,434646.4
1/19/2017,13.944,4.2501312,3503480,4321472510,433894.4
1/20/2017,13.936,4.2476928,3500120,4317328018,433593.6
1/21/2017,13.924,4.2440352,3495080,4311111278,433142.4
1/22/2017,13.928,4.2452544,3496760,4313183525,433292.8
1/23/2017,13.9,4.23672,3485000,4298677800,432240
1/24/2017,13.9,4.23672,3485000,4298677800,432240
1/25/2017,13.904,4.2379392,3486680,4300750046,432390.4
1/26/2017,13.898,4.2361104,3484160,4297641677,432164.8
1/27/2017,13.87,4.227576,3472400,4283135952,431112
1/28/2017,13.82,4.212336,3451400,4257232872,429232
1/29/2017,13.836,4.2172128,3458120,4265521858,429833.6
1/30/2017,13.842,4.2190416,3460640,4268630227,430059.2
1/31/2017,13.826,4.2141648,3453920,4260341242,429457.6
2/1/2017,13.824,4.2135552,3453080,4259305118,429382.4
2/2/2017,13.812,4.2098976,3448040,4253088379,428931.2
2/3/2017,13.798,4.2056304,3442160,4245835517,428404.8
2/4/2017,13.782,4.2007536,3435440,4237546531,427803.2
2/5/2017,13.772,4.1977056,3431240,4232365915,427427.2
2/6/2017,13.758,4.1934384,3425360,4225113053,426900.8
2/7/2017,13.752,4.1916096,3422840,4222004683,426675.2
2/8/2017,13.742,4.1885616,3418640,4216824067,426299.2
2/9/2017,13.724,4.1830752,3411080,4207498958,425622.4
2/10/2017,13.684,4.1708832,3394280,4186776494,424118.4
2/11/2017,13.678,4.1690544,3391760,4183668125,423892.8
2/12/2017,13.65,4.16052,3380000,4169162400,422840
2/13/2017,13.62,4.151376,3367400,4153620552,421712
2/14/2017,13.606,4.1471088,3361520,4146367690,421185.6
2/15/2017,13.582,4.1397936,3351440,4133934211,420283.2
2/16/2017,13.544,4.1282112,3335480,4114247870,418854.4
2/17/2017,13.526,4.1227248,3327920,4104922762,418177.6
2/18/2017,13.51,4.117848,3321200,4096633776,417576
2/19/2017,13.496,4.1135808,3315328,4089390781,417022.4
2/20/2017,13.474,4.1068752,3306132,4078047699,416045.6
2/21/2017,13.462,4.1032176,3301116,4071860564,415512.8
2/22/2017,13.48,4.108704,3308640,4081141267,416312
2/23/2017,13.482,4.1093136,3309476,4082172456,416400.8
2/24/2017,13.47,4.105656,3304460,4075985321,415868
2/25/2017,13.466,4.1044368,3302788,4073922942,415690.4
2/26/2017,13.436,4.0952928,3290248,4058455103,414358.4
2/27/2017,13.438,4.0959024,3291084,4059486292,414447.2
2/28/2017,13.42,4.090416,3283560,4050205589,413648
3/1/2017,13.402,4.0849296,3276036,4040924885,412848.8
3/2/2017,13.384,4.0794432,3268512,4031644182,412049.6
3/3/2017,13.314,4.0581072,3239252,3995552557,408941.6
3/4/2017,13.288,4.0501824,3228384,3982147096,407787.2
3/5/2017,13.282,4.0483536,3225876,3979053528,407520.8
3/6/2017,13.236,4.0343328,3206648,3955336175,405478.4
3/7/2017,13.198,4.0227504,3190764,3935743579,403791.2
3/8/2017,13.172,4.0148256,3179896,3922338118,402636.8
3/9/2017,13.148,4.0075104,3169864,3909963847,401571.2
3/10/2017,13.116,3.9977568,3156488,3893464818,400150.4
3/11/2017,13.078,3.9861744,3140604,3873872222,398463.2
3/12/2017,13.056,3.9794688,3131408,3862529140,397486.4
3/13/2017,13.04,3.974592,3124720,3854279626,396776
3/14/2017,12.982,3.9569136,3101052,3825085621,394589.6
3/15/2017,12.952,3.9477696,3089472,3810801923,393905.6
3/16/2017,12.908,3.9343584,3072488,3789852498,392902.4
3/17/2017,12.884,3.9270432,3063224,3778425540,392355.2
3/18/2017,12.858,3.9191184,3053188,3766046334,391762.4
3/19/2017,12.822,3.9081456,3039292,3748905896,390941.6
3/20/2017,12.798,3.9008304,3030028,3737478937,390394.4
3/21/2017,12.774,3.8935152,3020764,3726051979,389847.2
3/22/2017,12.746,3.8849808,3009956,3712720527,389208.8
3/23/2017,12.73,3.880104,3003780,3705102554,388844
3/24/2017,12.728,3.8794944,3003008,3704150308,388798.4
3/25/2017,12.694,3.8691312,2989884,3687962116,388023.2
3/26/2017,12.666,3.8605968,2979076,3674630664,387384.8
3/27/2017,12.63,3.849624,2965180,3657490226,386564
3/28/2017,12.606,3.8423088,2955916,3646063268,386016.8
3/29/2017,12.582,3.8349936,2946652,3634636309,385469.6
3/30/2017,12.546,3.8240208,2932756,3617495871,384648.8
3/31/2017,12.502,3.8106096,2915772,3596546447,383645.6
4/1/2017,12.464,3.7990272,2901104,3578453762,382692.8
4/2/2017,12.448,3.7941504,2894928,3570835789,382289.6
4/3/2017,12.462,3.7984176,2900332,3577501515,382642.4
4/4/2017,12.426,3.7874448,2886436,3560361077,381735.2
4/5/2017,12.408,3.7819584,2879488,3551790858,381281.6
4/6/2017,12.364,3.7685472,2862504,3530841434,380172.8
4/7/2017,12.268,3.7392864,2825448,3485133599,377753.6
4/8/2017,12.238,3.7301424,2813868,3470849901,376997.6
4/9/2017,12.212,3.7222176,2803832,3458470695,376342.4
4/10/2017,12.186,3.7142928,2793796,3446091490,375687.2
4/11/2017,12.15,3.70332,2779900,3428951052,374780
4/12/2017,12.102,3.6886896,2761372,3406097135,373570.4
4/13/2017,12.082,3.6825936,2753652,3396574669,373066.4
4/14/2017,12.056,3.6746688,2743616,3384195464,372411.2
4/15/2017,12.044,3.6710112,2738984,3378481984,372108.8
4/16/2017,11.992,3.6551616,2719152,3354019609,370744
4/17/2017,11.942,3.6399216,2701352,3332063665,369144
4/18/2017,11.91,3.630168,2689960,3318011861,368120
4/19/2017,11.878,3.6204144,2678568,3303960057,367096
4/20/2017,11.836,3.6076128,2663616,3285517064,365752
4/21/2017,11.796,3.5954208,2649376,3267952308,364472
4/22/2017,11.748,3.5807904,2632288,3246874602,362936
4/23/2017,11.782,3.5911536,2644392,3261804644,364024
4/24/2017,11.766,3.5862768,2638696,3254778742,363512
4/25/2017,11.734,3.5765232,2627304,3240726938,362488
4/26/2017,11.726,3.5740848,2624456,3237213987,362232
