,date,Outflows_acft
745,2009-10-15,1394.382242931154
746,2009-10-16,1848.1812661922445
747,2009-10-17,799.9945804269054
748,2009-10-18,493.30982594395533
749,2009-10-19,2187.7520198831744
750,2009-10-20,2906.5431737802405
751,2009-10-21,3789.94283709552
752,2009-10-22,4251.358400633522
753,2009-10-23,3058.6557970647577
754,2009-10-24,1629.0272206168174
755,2009-10-25,1108.7619826771736
756,2009-10-26,1217.8530543144925
757,2009-10-27,2724.8767873465727
758,2009-10-28,2787.058697957773
759,2009-10-29,1839.2159634470643
760,2009-10-30,1481.6551002473652
761,2009-10-31,1858.2771489703043
762,2009-11-01,1825.1531326862557
763,2009-11-02,2113.1733965804665
764,2009-11-03,3745.275001741462
765,2009-11-04,3847.8801137492082
766,2009-11-05,2656.6254463941777
767,2009-11-06,2615.7460465026147
768,2009-11-07,2270.3438787145724
769,2009-11-08,2180.4726704403774
770,2009-11-09,4179.774822907702
771,2009-11-10,3999.9729021462053
772,2009-11-11,2474.4433563699345
773,2009-11-12,3456.1836621905322
774,2009-11-13,3992.177849386134
775,2009-11-14,3575.787146100663
776,2009-11-15,3504.937453784671
777,2009-11-16,5063.9282064146055
778,2009-11-17,6044.716444682499
779,2009-11-18,5835.45993451743
780,2009-11-19,4732.707878210916
781,2009-11-20,4710.314456360589
782,2009-11-21,3713.598921488119
783,2009-11-22,3224.5138958014286
784,2009-11-23,3319.4429625198572
785,2009-11-24,3256.5470007354493
786,2009-11-25,1594.7131201442423
787,2009-11-26,840.9929886049874
788,2009-11-27,812.8276573984758
789,2009-11-28,1289.258119342997
790,2009-11-29,1515.9692009578362
791,2009-11-30,1320.993703834225
792,2009-12-01,1018.9106091094203
793,2009-12-02,1205.9522101310763
794,2009-12-03,1214.0646188828694
795,2009-12-04,539.5049360972857
796,2009-12-05,476.03376714466395
797,2009-12-06,156.69444835178518
798,2009-12-07,208.6614679317443
799,2009-12-08,312.9922018976165
800,2009-12-09,696.1993844490709
801,2009-12-10,825.125196384084
802,2009-12-11,827.7037126227843
803,2009-12-12,1017.5221772717191
804,2009-12-13,680.3315922109156
805,2009-12-14,803.3069820566203
806,2009-12-15,624.7943193773714
807,2009-12-16,228.29786082646172
808,2009-12-17,136.85970805409087
809,2009-12-18,69.42159104193014
810,2009-12-19,168.5952925304018
811,2009-12-20,146.77707820293801
812,2009-12-21,140.82665611362972
813,2009-12-22,196.36392894717386
814,2009-12-23,287.6037343165678
815,2009-12-24,281.65331222725945
816,2009-12-25,283.6367862570289
817,2009-12-26,138.84318208386028
818,2009-12-27,214.41354261807567
819,2009-12-28,365.5542636865065
820,2009-12-29,573.223994621137
821,2009-12-30,1100.8280865130848
822,2009-12-31,543.4718841775788
823,2010-01-01,323.3062668524176
824,2010-01-02,247.93425372117912
825,2010-01-03,1222.4943835344243
826,2010-01-04,2375.289489418887
827,2010-01-05,3090.82774565821
828,2010-01-06,3372.381884394897
829,2010-01-07,2930.4440355137685
830,2010-01-08,1370.6202243478
831,2010-01-09,653.5745275493255
832,2010-01-10,665.7133885956894
833,2010-01-11,1678.4355587838554
834,2010-01-12,1342.8119181785517
835,2010-01-13,876.6955211344814
836,2010-01-14,769.5879235253753
837,2010-01-15,1267.4399047544184
838,2010-01-16,1271.406852874923
839,2010-01-17,561.1248029844148
840,2010-01-18,388.76090986568084
841,2010-01-19,346.116218226546
842,2010-01-20,557.3562023366735
843,2010-01-21,672.3976960913188
844,2010-01-22,384.79396177526996
845,2010-01-23,283.6367862570289
846,2010-01-24,781.8061235739195
847,2010-01-25,307.4384746142621
848,2010-01-26,0.0
849,2010-01-27,202.31435103648215
850,2010-01-28,1132.5636710192302
851,2010-01-29,2064.796464752603
852,2010-01-30,1334.8780217945973
853,2010-01-31,706.9101442370659
854,2010-02-01,418.31467284127507
855,2010-02-02,337.19058509258355
856,2010-02-03,247.93425373739336
857,2010-02-04,99.17370148847164
858,2010-02-05,23.801688357233193
859,2010-02-06,174.54571461971008
860,2010-02-07,0.0
861,2010-02-08,67.43811701216072
862,2010-02-09,248.07309690326295
863,2010-02-10,339.174059090573
864,2010-02-11,120.9919158159354
865,2010-02-12,158.67792238155462
866,2010-02-13,886.6128913147193
867,2010-02-14,1366.61360645173
868,2010-02-15,1586.7792238220318
869,2010-02-16,1739.5067240652463
870,2010-02-17,1915.024340687662
871,2010-02-18,1192.3654125917046
872,2010-02-19,784.2457966008315
873,2010-02-20,865.5880665824303
874,2010-02-21,2344.664650409884
875,2010-02-22,2418.6482320111036
876,2010-02-23,2124.3006862293996
877,2010-02-24,1969.5897114056488
878,2010-02-25,993.7204889414663
879,2010-02-26,1228.20678870851
880,2010-02-27,928.9997313415287
881,2010-02-28,342.54596494118107
882,2010-03-01,254.97558652686055
883,2010-03-02,850.9103588096118
884,2010-03-03,2560.664972138924
885,2010-03-04,3887.609098688978
886,2010-03-05,3619.8401044872076
887,2010-03-06,2519.0120177576287
888,2010-03-07,1055.2081838002398
889,2010-03-08,1252.1671549960372
890,2010-03-09,2426.6019624527985
891,2010-03-10,3918.3529456017122
892,2010-03-11,3461.4795381234544
893,2010-03-12,1105.8066063039385
894,2010-03-13,0.0
895,2010-03-14,0.0
896,2010-03-15,737.8523390731913
897,2010-03-16,31.735584476310926
898,2010-03-17,47.603376714466386
899,2010-03-18,579.1744166926744
900,2010-03-19,493.8850334125888
901,2010-03-20,593.0587349010603
902,2010-03-21,624.7943193773714
903,2010-03-22,277.68636416772057
904,2010-03-23,430.41386445996693
905,2010-03-24,528.3974815305769
