date,OP
8/12/2010,39.3669599
8/13/2010,39.60339713
8/14/2010,39.83983435
8/15/2010,40.07627158
8/16/2010,40.31270881
8/17/2010,40.54914604
8/18/2010,40.78558327
8/19/2010,41.0220205
8/20/2010,41.25845772
8/21/2010,41.49489495
8/22/2010,41.73133218
8/23/2010,41.96776941
8/24/2010,42.23721156
8/25/2010,42.50665372
8/26/2010,42.35554241
8/27/2010,42.2044311
8/28/2010,42.05331979
8/29/2010,41.90220848
8/30/2010,41.75109717
8/31/2010,41.59998586
9/1/2010,41.44887455
9/2/2010,41.29776324
9/3/2010,41.14665193
9/4/2010,40.99554062
9/5/2010,40.84442931
9/6/2010,40.693318
9/7/2010,40.54220669
9/8/2010,40.39109538
9/9/2010,40.23998407
9/10/2010,40.08887276
9/11/2010,39.93776145
9/12/2010,39.78665014
9/13/2010,39.63553883
9/14/2010,39.48442752
9/15/2010,39.33331621
9/16/2010,39.1822049
9/17/2010,39.03109359
9/18/2010,38.87998228
9/19/2010,38.72887097
9/20/2010,38.57775966
9/21/2010,38.75690476
9/22/2010,38.76380952
9/23/2010,38.77071429
9/24/2010,38.77761905
9/25/2010,38.78452381
9/26/2010,38.79142857
9/27/2010,38.79833333
9/28/2010,38.8052381
9/29/2010,38.81214286
9/30/2010,38.81904762
10/1/2010,38.82595238
10/2/2010,38.83285714
10/3/2010,38.8397619
10/4/2010,38.84666667
10/5/2010,38.85357143
10/6/2010,38.86047619
10/7/2010,38.86738095
10/8/2010,38.87428571
10/9/2010,38.88119048
10/10/2010,38.88809524
10/11/2010,38.895
10/12/2010,38.90190476
10/13/2010,38.90880952
10/14/2010,38.91571429
10/15/2010,38.92261905
10/16/2010,38.92952381
10/17/2010,38.93642857
10/18/2010,38.94333333
10/19/2010,38.9502381
10/20/2010,38.95714286
10/21/2010,38.65238095
10/22/2010,38.34761905
10/23/2010,38.04285714
10/24/2010,37.73809524
10/25/2010,37.43333333
10/26/2010,37.12857143
10/27/2010,36.82380952
10/28/2010,36.51904762
10/29/2010,36.21428571
10/30/2010,35.90952381
10/31/2010,35.6047619
11/1/2010,35.3
11/2/2010,35.44675325
11/3/2010,35.63636364
11/4/2010,35.82597403
11/5/2010,36.01558442
11/6/2010,36.20519481
11/7/2010,36.39480519
11/8/2010,36.58441558
11/9/2010,36.77402597
11/10/2010,36.96363636
11/11/2010,37.15324675
11/12/2010,37.34285714
11/13/2010,37.53246753
11/14/2010,37.72207792
11/15/2010,37.91168831
11/16/2010,38.1012987
11/17/2010,38.29090909
11/18/2010,38.48051948
11/19/2010,38.67012987
11/20/2010,38.85974026
11/21/2010,39.04935065
11/22/2010,39.23896104
11/23/2010,39.42857143
11/24/2010,39.61818182
11/25/2010,39.80779221
11/26/2010,39.9974026
11/27/2010,40.18701299
11/28/2010,40.37662338
11/29/2010,40.56623377
11/30/2010,40.75584416
12/1/2010,40.94545455
12/2/2010,41.13506494
12/3/2010,41.32467532
12/4/2010,41.51428571
12/5/2010,41.7038961
12/6/2010,41.89350649
12/7/2010,42.08311688
12/8/2010,42.27272727
12/9/2010,42.46233766
12/10/2010,42.65194805
12/11/2010,42.84155844
12/12/2010,43.03116883
12/13/2010,43.22077922
12/14/2010,43.41038961
12/15/2010,43.6
12/16/2010,43.54
12/17/2010,43.48
12/18/2010,43.42
12/19/2010,43.36
12/20/2010,43.3
12/21/2010,43.15428571
