date,NH4,NO,DIN
12/1/2008,0.00865102,0.368537245,377.1882653
12/2/2008,0.008575,0.370077041,378.6520408
12/3/2008,0.00849898,0.371616837,380.1158163
12/4/2008,0.008422959,0.373156633,381.5795918
12/5/2008,0.008346939,0.374696429,383.0433673
12/6/2008,0.008270918,0.376236224,384.5071429
12/7/2008,0.008194898,0.37777602,385.9709184
12/8/2008,0.008118878,0.379315816,387.4346939
12/9/2008,0.008042857,0.380855612,388.8984694
12/10/2008,0.007966837,0.382395408,390.3622449
12/11/2008,0.007890816,0.383935204,391.8260204
12/12/2008,0.007814796,0.385475,393.2897959
12/13/2008,0.007738776,0.387014796,394.7535714
12/14/2008,0.007662755,0.388554592,396.2173469
12/15/2008,0.007586735,0.390094388,397.6811224
12/16/2008,0.007604592,0.391910714,399.5153061
12/17/2008,0.007658163,0.39152551,399.1836735
12/18/2008,0.007711735,0.391140306,398.8520408
12/19/2008,0.007765306,0.390755102,398.5204082
12/20/2008,0.007818878,0.390369898,398.1887755
12/21/2008,0.007872449,0.389984694,397.8571429
12/22/2008,0.00792602,0.38959949,397.5255102
12/23/2008,0.007979592,0.389214286,397.1938776
12/24/2008,0.008033163,0.388829082,396.8622449
12/25/2008,0.008086735,0.388443878,396.5306122
12/26/2008,0.008140306,0.388058673,396.1989796
12/27/2008,0.008193878,0.387673469,395.8673469
12/28/2008,0.008247449,0.387288265,395.5357143
12/29/2008,0.00830102,0.386903061,395.2040816
12/30/2008,0.008354592,0.386517857,394.872449
12/31/2008,0.008408163,0.386132653,394.5408163
1/1/2009,0.008461735,0.385747449,394.2091837
1/2/2009,0.008515306,0.385362245,393.877551
1/3/2009,0.008568878,0.384977041,393.5459184
1/4/2009,0.008622449,0.384591837,393.2142857
1/5/2009,0.00867602,0.384206633,392.8826531
1/6/2009,0.008729592,0.383821429,392.5510204
1/7/2009,0.008783163,0.383436224,392.2193878
1/8/2009,0.008836735,0.38305102,391.8877551
1/9/2009,0.008890306,0.382665816,391.5561224
1/10/2009,0.008943878,0.382280612,391.2244898
1/11/2009,0.008997449,0.381895408,390.8928571
1/12/2009,0.00905102,0.381510204,390.5612245
1/13/2009,0.009020408,0.378986735,388.0071429
1/14/2009,0.008928912,0.380561565,389.4904762
1/15/2009,0.008837415,0.382136395,390.9738095
1/16/2009,0.008745918,0.383711224,392.4571429
1/17/2009,0.008654422,0.385286054,393.9404762
1/18/2009,0.008562925,0.386860884,395.4238095
1/19/2009,0.008471429,0.388435714,396.9071429
1/20/2009,0.008379932,0.390010544,398.3904762
1/21/2009,0.008288435,0.391585374,399.8738095
1/22/2009,0.008196939,0.393160204,401.3571429
1/23/2009,0.008105442,0.394735034,402.8404762
1/24/2009,0.008013946,0.396309864,404.3238095
1/25/2009,0.007922449,0.397884694,405.8071429
1/26/2009,0.007830952,0.399459524,407.2904762
1/27/2009,0.007739456,0.401034354,408.7738095
1/28/2009,0.007647959,0.402609184,410.2571429
1/29/2009,0.007556463,0.404184014,411.7404762
1/30/2009,0.007464966,0.405758844,413.2238095
1/31/2009,0.007373469,0.407333673,414.7071429
2/1/2009,0.007281973,0.408908503,416.1904762
2/2/2009,0.007190476,0.410483333,417.6738095
2/3/2009,0.00709898,0.412058163,419.1571429
2/4/2009,0.007007483,0.413632993,420.6404762
2/5/2009,0.006915986,0.415207823,422.1238095
2/6/2009,0.00682449,0.416782653,423.6071429
2/7/2009,0.006732993,0.418357483,425.0904762
2/8/2009,0.006641497,0.419932313,426.5738095
2/9/2009,0.00655,0.421507143,428.0571429
2/10/2009,0.00655034,0.423062585,429.6129252
2/11/2009,0.00655068,0.424618027,431.1687075
2/12/2009,0.00655102,0.426173469,432.7244898
2/13/2009,0.006589089,0.422154553,428.7436421
2/14/2009,0.006627159,0.418135636,424.7627943
2/15/2009,0.006665228,0.414116719,420.7819466
2/16/2009,0.006703297,0.410097802,416.8010989
2/17/2009,0.006741366,0.406078885,412.8202512
2/18/2009,0.006779435,0.402059969,408.8394035
2/19/2009,0.006817504,0.398041052,404.8585557
2/20/2009,0.006855573,0.394022135,400.877708
2/21/2009,0.006893642,0.390003218,396.8968603
2/22/2009,0.006931711,0.385984301,392.9160126
2/23/2009,0.00696978,0.381965385,388.9351648
2/24/2009,0.007007849,0.377946468,384.9543171
2/25/2009,0.007045918,0.373927551,380.9734694
2/26/2009,0.007083987,0.369908634,376.9926217
2/27/2009,0.007122057,0.365889717,373.0117739
2/28/2009,0.007160126,0.361870801,369.0309262
3/1/2009,0.007198195,0.357851884,365.0500785
3/2/2009,0.007236264,0.353832967,361.0692308
3/3/2009,0.007274333,0.34981405,357.088383
3/4/2009,0.007312402,0.345795133,353.1075353
3/5/2009,0.007350471,0.341776217,349.1266876
3/6/2009,0.00738854,0.3377573,345.1458399
3/7/2009,0.007426609,0.333738383,341.1649922
3/8/2009,0.007464678,0.329719466,337.1841444
3/9/2009,0.007502747,0.325700549,333.2032967
3/10/2009,0.007498599,0.322047219,329.5458183
3/11/2009,0.007565712,0.32006091,327.6266221
3/12/2009,0.007632825,0.318074601,325.7074258
3/13/2009,0.007699937,0.316088292,323.7882296
3/14/2009,0.00776705,0.314101984,321.8690333
3/15/2009,0.007834162,0.312115675,319.9498371
3/16/2009,0.007901275,0.310129366,318.0306408
3/17/2009,0.007968387,0.308143057,316.1114446
3/18/2009,0.0080355,0.306156748,314.1922483
3/19/2009,0.008102612,0.30417044,312.2730521
3/20/2009,0.008169725,0.302184131,310.3538558
3/21/2009,0.008236838,0.300197822,308.4346596
3/22/2009,0.00830395,0.298211513,306.5154633
3/23/2009,0.008371063,0.296225204,304.5962671
3/24/2009,0.008438175,0.294238896,302.6770708
3/25/2009,0.008505288,0.292252587,300.7578746
3/26/2009,0.0085724,0.290266278,298.8386783
3/27/2009,0.008639513,0.288279969,296.9194821
3/28/2009,0.008706626,0.28629366,295.0002858
3/29/2009,0.008773738,0.284307352,293.0810896
3/30/2009,0.008840851,0.282321043,291.1618933
3/31/2009,0.008907963,0.280334734,289.2426971
4/1/2009,0.008975076,0.278348425,287.3235008
4/2/2009,0.009042188,0.276362116,285.4043046
4/3/2009,0.009109301,0.274375807,283.4851083
4/4/2009,0.009176413,0.272389499,281.5659121
4/5/2009,0.009243526,0.27040319,279.6467158
4/6/2009,0.009310639,0.268416881,277.7275196
4/7/2009,0.009377751,0.266430572,275.8083233
4/8/2009,0.009444864,0.264444263,273.8891271
4/9/2009,0.009511976,0.262457955,271.9699308
4/10/2009,0.009579089,0.260471646,270.0507346
4/11/2009,0.009646201,0.258485337,268.1315383
4/12/2009,0.009713314,0.256499028,266.2123421
4/13/2009,0.009780426,0.254512719,264.2931458
4/14/2009,0.009847539,0.252526411,262.3739496
4/15/2009,0.009914652,0.250540102,260.4547533
4/16/2009,0.009981764,0.248553793,258.5355571
4/17/2009,0.010048877,0.246567484,256.6163608
4/18/2009,0.010115989,0.244581175,254.6971646
4/19/2009,0.010183102,0.242594867,252.7779683
4/20/2009,0.010250214,0.240608558,250.8587721
4/21/2009,0.010317327,0.238622249,248.9395758
4/22/2009,0.010384439,0.23663594,247.0203796
4/23/2009,0.010451552,0.234649631,245.1011833
4/24/2009,0.010518665,0.232663322,243.1819871
4/25/2009,0.010585777,0.230677014,241.2627908
4/26/2009,0.01065289,0.228690705,239.3435946
4/27/2009,0.010720002,0.226704396,237.4243983
4/28/2009,0.010787115,0.224718087,235.5052021
4/29/2009,0.01065051,0.221063776,231.7142857
4/30/2009,0.010828493,0.214848378,225.6768707
5/1/2009,0.011006476,0.20863298,219.6394558
5/2/2009,0.011184458,0.202417582,213.6020408
5/3/2009,0.011362441,0.196202185,207.5646259
5/4/2009,0.011540424,0.189986787,201.5272109
5/5/2009,0.011718407,0.183771389,195.4897959
5/6/2009,0.011896389,0.177555992,189.452381
5/7/2009,0.012074372,0.171340594,183.414966
5/8/2009,0.012252355,0.165125196,177.377551
5/9/2009,0.012430338,0.158909799,171.3401361
5/10/2009,0.01260832,0.152694401,165.3027211
5/11/2009,0.012786303,0.146479003,159.2653061
5/12/2009,0.012964286,0.140263605,153.2278912
5/13/2009,0.012827891,0.138918389,151.7462803
5/14/2009,0.012691496,0.137573173,150.2646695
5/15/2009,0.012555101,0.136227957,148.7830587
5/16/2009,0.012418707,0.134882741,147.3014478
5/17/2009,0.012282312,0.133537525,145.819837
5/18/2009,0.012145917,0.132192309,144.3382262
5/19/2009,0.012009522,0.130847093,142.8566154
5/20/2009,0.011873127,0.129501877,141.3750045
5/21/2009,0.011736733,0.128156661,139.8933937
5/22/2009,0.011600338,0.126811445,138.4117829
5/23/2009,0.011463943,0.125466229,136.9301721
5/24/2009,0.011327548,0.124121013,135.4485612
5/25/2009,0.011191153,0.122775797,133.9669504
5/26/2009,0.011054759,0.121430581,132.4853396
5/27/2009,0.010918364,0.120085365,131.0037287
5/28/2009,0.010781969,0.118740149,129.5221179
5/29/2009,0.010645574,0.117394933,128.0405071
5/30/2009,0.010509179,0.116049717,126.5588963
5/31/2009,0.010372785,0.114704501,125.0772854
6/1/2009,0.01023639,0.113359285,123.5956746
6/2/2009,0.010099995,0.112014069,122.1140638
6/3/2009,0.0099636,0.110668853,120.6324529
6/4/2009,0.009827205,0.109323637,119.1508421
6/5/2009,0.009690811,0.107978421,117.6692313
6/6/2009,0.009554416,0.106633205,116.1876205
6/7/2009,0.009418021,0.105287989,114.7060096
6/8/2009,0.009281626,0.103942773,113.2243988
6/9/2009,0.009145231,0.102597557,111.742788
6/10/2009,0.009008837,0.101252341,110.2611772
6/11/2009,0.009021351,0.099873761,108.8951116
6/12/2009,0.009033865,0.098495182,107.5290461
6/13/2009,0.009046379,0.097116602,106.1629805
6/14/2009,0.009058893,0.095738022,104.796915
6/15/2009,0.009071407,0.094359443,103.4308495
6/16/2009,0.009083921,0.092980863,102.0647839
