date,Load_mg
5/15/2010,25793155.51
5/16/2010,31461818.62
5/17/2010,45360226.25
5/18/2010,59094091.19
5/19/2010,63885890.27
5/20/2010,73147485.01
5/21/2010,73018878.13
5/22/2010,67007852.58
5/23/2010,78060029.6
5/24/2010,71333017.2
5/25/2010,67796548.18
5/26/2010,67868444.3
5/27/2010,61960871.35
5/28/2010,63393086.14
5/29/2010,53636391.03
5/30/2010,43437122.62
5/31/2010,47101637.56
6/1/2010,69065391.19
6/2/2010,62415168.97
6/3/2010,71398788.14
6/4/2010,83508368.95
6/5/2010,64068627.62
6/6/2010,81837027.56
6/7/2010,66194780.4
6/8/2010,50136461.61
6/9/2010,38592282.67
6/10/2010,22536618.41
6/11/2010,11517682.53
6/12/2010,10679675.36
6/13/2010,12798966.38
6/14/2010,10614125.49
6/15/2010,9645489.529
6/16/2010,6021328.241
6/17/2010,559874.348
6/18/2010,2200064.711
6/19/2010,6179609.446
6/20/2010,8263394.538
6/21/2010,11692796.18
6/22/2010,10162071.72
6/23/2010,4556764.224
6/24/2010,4659941.353
6/25/2010,3802539.672
6/26/2010,4969444.673
6/27/2010,4485430.717
6/28/2010,1315561.809
6/29/2010,4684980.615
6/30/2010,6659862.871
7/1/2010,15290766.16
7/2/2010,24517553.07
7/3/2010,32046436.69
7/4/2010,39021589.75
7/5/2010,81803550.29
7/6/2010,141169481.4
7/7/2010,117741675.5
7/8/2010,111547306.1
7/9/2010,95646006.27
7/10/2010,97636096.4
7/11/2010,74757170.94
7/12/2010,69796695.65
7/13/2010,42440737.1
7/14/2010,27828517.95
7/15/2010,25627878.84
7/16/2010,21242966.01
7/17/2010,17574299.29
7/18/2010,7371354.187
7/19/2010,7703189.902
7/20/2010,9727869.222
7/21/2010,11890727.64
7/22/2010,9070310.103
7/23/2010,12905126.79
7/24/2010,21560010.11
7/25/2010,10734937.39
7/26/2010,11010140.44
7/27/2010,10806538.17
7/28/2010,3570278.957
7/29/2010,3557041.235
7/30/2010,3033701.251
7/31/2010,4649723.816
8/1/2010,8347235.187
8/2/2010,7223024.985
8/3/2010,6058482.987
8/4/2010,5880246.462
8/5/2010,6190225.837
8/6/2010,9751183.34
8/7/2010,8695959.58
8/8/2010,18985761.77
8/9/2010,20798546.68
8/10/2010,18270889.87
8/11/2010,13272011.76
8/12/2010,16056700.56
8/13/2010,15113437.33
8/14/2010,12771124.35
8/15/2010,10164163.54
8/16/2010,11377065.61
8/17/2010,16641606.87
8/18/2010,11083280.81
8/19/2010,12848142.55
8/20/2010,8174204.626
8/21/2010,15188243.13
8/22/2010,26969972.33
8/23/2010,39105476.35
8/24/2010,40015015.28
8/25/2010,39551046.69
8/26/2010,30427277.16
8/27/2010,29495523.33
8/28/2010,30720670.5
8/29/2010,34870062.63
8/30/2010,33781140.79
8/31/2010,28447116.78
9/1/2010,22096785.29
9/2/2010,20208126.83
9/3/2010,19184577.49
9/4/2010,15845491.18
9/5/2010,18699861.94
9/6/2010,29659150.31
9/7/2010,41783204.36
9/8/2010,44980095.69
9/9/2010,32235981.53
9/10/2010,35187040.96
9/11/2010,32447267.8
9/12/2010,30054908.37
9/13/2010,19883221.6
9/14/2010,15951868.29
9/15/2010,14488225.17
9/16/2010,13149203.08
9/17/2010,10553616.03
9/18/2010,8633551.067
9/19/2010,4701292.52
9/20/2010,3965552.675
9/21/2010,2966077.634
9/22/2010,4724043.791
9/23/2010,2158067.83
9/24/2010,3890612.184
9/25/2010,2691585.032
9/26/2010,637133.4399
9/27/2010,1780593.217
9/28/2010,4544423.205
9/29/2010,7181335.339
9/30/2010,5023099.207
10/1/2010,3870031.644
10/2/2010,4090744.215
10/3/2010,4423642.759
10/4/2010,2166980.893
10/5/2010,2524918.391
10/6/2010,3881694.821
10/7/2010,3634587.196
10/8/2010,4188362.579
10/9/2010,2345895.467
10/10/2010,1651788.004
10/11/2010,3077914.366
10/12/2010,1364778.13
10/13/2010,787126.9643
10/14/2010,2336469.86
10/15/2010,1476691.02
10/16/2010,1441391.828
10/17/2010,1687471.658
10/18/2010,1394795.981
10/19/2010,1583795.573
10/20/2010,620529.8489
10/21/2010,1101489.087
10/22/2010,2664314.246
10/23/2010,747839.8541
10/24/2010,44886.50601
10/25/2010,552547.6699
10/26/2010,583302.7554
10/27/2010,406457.6343
10/28/2010,740512.0106
10/29/2010,932105.4388
10/30/2010,206247.7166
10/31/2010,393598.7828
11/1/2010,437848.247
11/2/2010,2481316.919
11/3/2010,1975249.059
11/4/2010,1324805.979
11/5/2010,3278203.622
11/6/2010,293633.4534
11/7/2010,2391912.059
11/8/2010,324877.9707
11/9/2010,973487.5167
11/10/2010,1852173.045
11/11/2010,1982189.085
11/12/2010,946022.9936
11/13/2010,268487.2004
11/14/2010,2815642.691
11/15/2010,1087153.215
11/16/2010,1411622.834
11/17/2010,900298.6985
11/18/2010,973621.3444
11/19/2010,1341661.661
11/20/2010,1608864.654
11/21/2010,1939522.764
11/22/2010,1183345.959
11/23/2010,1982455.761
11/24/2010,319729.502
11/25/2010,1748437.385
11/26/2010,115518.4896
11/27/2010,1184976.357
11/28/2010,866328.1194
11/29/2010,712381.6347
11/30/2010,877082.6539
12/1/2010,2838534.564
12/2/2010,845384.8211
12/3/2010,44336.84205
12/4/2010,310854.5492
12/5/2010,282337.2646
12/6/2010,949678.4221
12/7/2010,3423651.7
12/8/2010,521593.2697
12/9/2010,4732007.394
