date,NO
7/31/2017,138.297579
8/1/2017,136.287133
8/2/2017,134.276686
8/3/2017,132.26624
8/4/2017,130.255794
8/5/2017,128.245348
8/6/2017,126.234901
8/7/2017,124.224455
8/8/2017,122.214009
8/9/2017,120.203563
8/10/2017,118.193117
8/11/2017,116.18267
8/12/2017,114.172224
8/13/2017,112.161778
8/14/2017,110.151332
8/15/2017,110.508233
8/16/2017,110.865133
8/17/2017,116.222034
8/18/2017,121.578934
8/19/2017,126.935835
8/20/2017,132.292736
8/21/2017,137.649637
8/22/2017,143.006538
8/23/2017,148.363438
8/24/2017,153.720339
8/25/2017,159.07724
8/26/2017,164.43414
8/27/2017,169.791041
8/28/2017,175.147942
8/29/2017,180.504843
8/30/2017,185.861743
8/31/2017,191.218644
9/1/2017,196.575545
9/2/2017,201.932446
9/3/2017,207.289346
9/4/2017,212.646247
9/5/2017,218.003148
9/6/2017,223.360048
9/7/2017,228.716949
9/8/2017,234.07385
9/9/2017,239.430751
9/10/2017,244.787651
9/11/2017,250.144552
9/12/2017,255.501453
9/13/2017,260.858354
9/14/2017,266.215254
9/15/2017,271.572155
9/16/2017,276.929056
9/17/2017,282.285956
9/18/2017,287.642857
9/19/2017,295.077922
9/20/2017,299.084416
9/21/2017,303.090909
9/22/2017,307.097403
9/23/2017,311.103896
9/24/2017,315.11039
9/25/2017,319.116883
9/26/2017,323.123377
9/27/2017,327.12987
9/28/2017,331.136364
9/29/2017,335.142857
9/30/2017,339.149351
10/1/2017,343.155844
10/2/2017,347.162338
10/3/2017,351.168831
10/4/2017,355.175325
10/5/2017,359.181818
10/6/2017,363.188312
10/7/2017,367.194805
10/8/2017,371.201299
10/9/2017,375.207792
10/10/2017,380.37619
10/11/2017,383.390136
10/12/2017,386.404082
10/13/2017,389.418027
10/14/2017,392.431973
10/15/2017,395.445918
10/16/2017,398.459864
10/17/2017,401.47381
10/18/2017,404.487755
10/19/2017,407.501701
10/20/2017,410.515646
10/21/2017,413.529592
10/22/2017,416.543537
10/23/2017,419.557483
10/24/2017,422.571429
10/25/2017,425.585374
10/26/2017,428.59932
10/27/2017,431.613265
10/28/2017,434.627211
10/29/2017,437.641156
10/30/2017,440.655102
10/31/2017,443.669048
11/1/2017,446.682993
11/2/2017,449.696939
11/3/2017,452.710884
11/4/2017,455.72483
11/5/2017,458.738775
11/6/2017,461.752721
11/7/2017,464.766667
11/8/2017,467.515306
11/9/2017,469.061225
11/10/2017,470.607143
11/11/2017,472.153061
11/12/2017,473.698979
11/13/2017,475.244898
11/14/2017,476.790816
11/15/2017,478.336734
11/16/2017,479.882653
11/17/2017,481.428571
11/18/2017,482.97449
11/19/2017,484.520408
11/20/2017,486.066327
11/21/2017,487.612245
11/22/2017,489.158163
11/23/2017,490.704082
11/24/2017,492.25
11/25/2017,493.795918
11/26/2017,495.341837
11/27/2017,496.887755
11/28/2017,498.433673
11/29/2017,499.979592
11/30/2017,501.52551
12/1/2017,503.071428
12/2/2017,504.617347
12/3/2017,506.163265
12/4/2017,507.709184
12/5/2017,509.255102
12/6/2017,509.531561
12/7/2017,510.461794
12/8/2017,511.392026
12/9/2017,512.322259
12/10/2017,513.252492
12/11/2017,514.182724
12/12/2017,515.112957
12/13/2017,516.043189
12/14/2017,516.973422
12/15/2017,517.903654
12/16/2017,518.833887
12/17/2017,519.76412
12/18/2017,520.694352
12/19/2017,521.624585
12/20/2017,522.554817
12/21/2017,523.48505
12/22/2017,524.415282
12/23/2017,525.345515
12/24/2017,526.275747
12/25/2017,527.20598
12/26/2017,528.136213
12/27/2017,529.066445
12/28/2017,529.996678
12/29/2017,530.92691
12/30/2017,531.857143
12/31/2017,532.787375
1/1/2018,533.717608
1/2/2018,534.64784
1/3/2018,535.578073
1/4/2018,536.508305
1/5/2018,537.438538
1/6/2018,538.368771
1/7/2018,539.299003
1/8/2018,540.229236
1/9/2018,541.159468
1/10/2018,542.089701
1/11/2018,543.019934
1/12/2018,543.950166
1/13/2018,544.880399
1/14/2018,545.810631
1/15/2018,546.740864
1/16/2018,547.671096
1/17/2018,548.601329
1/18/2018,549.635714
1/19/2018,550.142857
1/20/2018,550.65
1/21/2018,551.157143
1/22/2018,551.664286
1/23/2018,552.171429
1/24/2018,552.678571
1/25/2018,553.185714
1/26/2018,553.692857
1/27/2018,554.2
1/28/2018,554.707143
1/29/2018,555.214286
1/30/2018,555.721429
1/31/2018,556.228571
2/1/2018,556.735714
2/2/2018,557.242857
2/3/2018,557.75
2/4/2018,558.257143
2/5/2018,558.764286
2/6/2018,559.271429
2/7/2018,558.581633
2/8/2018,558.086735
2/9/2018,557.591837
2/10/2018,557.096939
2/11/2018,556.602041
2/12/2018,556.107143
2/13/2018,555.612245
2/14/2018,555.117347
2/15/2018,554.622449
2/16/2018,554.127551
2/17/2018,553.632653
2/18/2018,553.137755
2/19/2018,552.642857
2/20/2018,552.147959
2/21/2018,551.653061
2/22/2018,551.158163
2/23/2018,550.663266
2/24/2018,550.168367
2/25/2018,549.673469
2/26/2018,549.178571
2/27/2018,548.683674
2/28/2018,548.188776
3/1/2018,547.693878
3/2/2018,547.19898
3/3/2018,546.704081
3/4/2018,546.209184
3/5/2018,545.714286
3/6/2018,545.219388
3/7/2018,543.489796
3/8/2018,541.642857
3/9/2018,539.795918
3/10/2018,537.94898
3/11/2018,536.102041
3/12/2018,534.255102
3/13/2018,532.408163
3/14/2018,530.561225
3/15/2018,528.714286
3/16/2018,526.867347
3/17/2018,525.020408
3/18/2018,523.17347
3/19/2018,521.326531
3/20/2018,519.479592
3/21/2018,517.632653
3/22/2018,515.785714
3/23/2018,513.938775
3/24/2018,512.091837
3/25/2018,510.244898
3/26/2018,508.397959
3/27/2018,506.55102
3/28/2018,504.704082
3/29/2018,502.857143
3/30/2018,501.010204
3/31/2018,499.163265
4/1/2018,497.316327
4/2/2018,495.469388
4/3/2018,493.622449
4/4/2018,493.423469
4/5/2018,493.612245
4/6/2018,493.80102
4/7/2018,493.989796
4/8/2018,494.178571
4/9/2018,494.367347
4/10/2018,494.556123
4/11/2018,494.744898
4/12/2018,494.933673
4/13/2018,495.122449
4/14/2018,495.311224
4/15/2018,495.5
4/16/2018,495.688776
4/17/2018,495.877551
4/18/2018,496.066326
4/19/2018,496.255102
4/20/2018,496.443878
4/21/2018,496.632653
4/22/2018,496.821429
4/23/2018,497.010204
4/24/2018,497.19898
4/25/2018,497.387755
4/26/2018,497.576531
4/27/2018,497.765306
4/28/2018,497.954082
4/29/2018,498.142857
4/30/2018,498.331633
5/1/2018,498.520408
5/2/2018,496.967347
5/3/2018,493.538776
5/4/2018,490.110204
5/5/2018,486.681633
5/6/2018,483.253061
5/7/2018,479.82449
5/8/2018,476.395918
5/9/2018,472.967347
5/10/2018,469.538776
5/11/2018,466.110204
5/12/2018,462.681633
5/13/2018,459.253061
5/14/2018,455.82449
5/15/2018,452.395918
5/16/2018,448.967347
5/17/2018,445.538776
5/18/2018,442.110204
5/19/2018,438.681633
5/20/2018,435.253061
5/21/2018,431.82449
5/22/2018,428.395918
5/23/2018,424.967347
5/24/2018,421.538776
5/25/2018,418.110204
5/26/2018,414.681633
5/27/2018,411.253061
5/28/2018,407.82449
5/29/2018,404.395918
5/30/2018,400.967347
5/31/2018,397.538776
6/1/2018,394.110204
6/2/2018,390.681633
6/3/2018,387.253061
6/4/2018,383.82449
6/5/2018,380.395918
6/6/2018,374.408006
6/7/2018,367.482679
6/8/2018,360.557352
6/9/2018,353.632025
6/10/2018,346.706698
6/11/2018,339.781371
6/12/2018,332.856044
6/13/2018,325.930717
6/14/2018,319.00539
6/15/2018,312.080063
6/16/2018,305.154736
6/17/2018,298.229409
6/18/2018,291.304082
6/19/2018,284.378755
6/20/2018,277.453428
6/21/2018,270.5281
6/22/2018,263.602773
6/23/2018,256.677446
6/24/2018,249.752119
6/25/2018,242.826792
6/26/2018,235.901465
6/27/2018,228.976138
6/28/2018,222.050811
6/29/2018,215.125484
6/30/2018,208.200157
7/1/2018,201.27483
7/2/2018,194.349503
7/3/2018,187.424176
7/4/2018,180.498849
7/5/2018,173.573522
7/6/2018,166.648195
7/7/2018,159.722868
7/8/2018,152.797541
7/9/2018,145.872214
7/10/2018,138.946886
7/11/2018,132.02156
7/12/2018,125.096232
7/13/2018,118.170905
7/14/2018,111.245578
7/15/2018,104.320251
7/16/2018,97.394924
7/17/2018,90.469597
7/18/2018,86.273862
7/19/2018,84.605338
7/20/2018,82.936813
7/21/2018,81.268289
7/22/2018,79.599765
7/23/2018,77.93124
7/24/2018,76.262716
7/25/2018,74.594191
7/26/2018,72.925667
7/27/2018,71.257143
7/28/2018,69.588618
7/29/2018,67.920094
7/30/2018,66.25157
7/31/2018,64.583046
8/1/2018,62.914521
8/2/2018,61.245997
8/3/2018,59.577472
8/4/2018,57.908948
8/5/2018,56.240424
8/6/2018,54.5719
8/7/2018,52.903375
8/8/2018,51.234851
8/9/2018,49.566327
8/10/2018,47.897802
8/11/2018,46.229278
8/12/2018,44.560754
8/13/2018,42.892229
8/14/2018,41.223705
8/15/2018,42.656201
8/16/2018,44.860806
8/17/2018,47.065411
8/18/2018,49.270016
8/19/2018,51.474621
8/20/2018,53.679226
8/21/2018,55.88383
8/22/2018,58.088435
8/23/2018,60.29304
8/24/2018,62.497645
8/25/2018,64.70225
8/26/2018,66.906855
8/27/2018,69.11146
8/28/2018,71.316065
8/29/2018,73.52067
8/30/2018,75.725275
8/31/2018,77.92988
9/1/2018,80.134484
9/2/2018,82.339089
9/3/2018,84.543694
9/4/2018,86.748299
9/5/2018,88.467992
9/6/2018,89.41671
9/7/2018,90.365428
9/8/2018,91.314146
9/9/2018,92.262864
9/10/2018,93.211582
9/11/2018,94.1603
9/12/2018,95.109018
9/13/2018,96.057736
9/14/2018,97.006454
9/15/2018,97.955172
9/16/2018,98.90389
9/17/2018,99.852608
9/18/2018,100.801326
9/19/2018,101.750044
9/20/2018,102.698762
9/21/2018,103.64748
9/22/2018,104.596198
9/23/2018,105.544915
9/24/2018,106.493633
9/25/2018,107.442351
9/26/2018,108.391069
9/27/2018,109.339787
9/28/2018,110.288505
9/29/2018,111.237223
9/30/2018,112.185941
10/1/2018,113.134659
10/2/2018,114.083377
10/3/2018,115.032095
10/4/2018,115.980813
10/5/2018,116.929531
10/6/2018,117.878249
10/7/2018,118.826967
10/8/2018,119.775685
10/9/2018,120.724402
10/10/2018,121.673121
10/11/2018,122.621838
10/12/2018,123.570557
10/13/2018,124.519275
10/14/2018,125.467992
10/15/2018,126.41671
10/16/2018,127.365428
10/17/2018,125.935137
10/18/2018,124.327976
10/19/2018,122.720814
10/20/2018,121.113653
10/21/2018,119.506491
10/22/2018,117.89933
10/23/2018,116.292168
10/24/2018,114.685007
10/25/2018,113.077845
10/26/2018,111.470683
10/27/2018,109.863522
10/28/2018,108.256361
10/29/2018,106.649199
10/30/2018,105.042037
10/31/2018,103.434876
11/1/2018,101.827714
11/2/2018,100.220553
11/3/2018,98.613391
11/4/2018,97.00623
11/5/2018,95.399068
11/6/2018,93.791906
11/7/2018,95.235198
11/8/2018,97.891909
11/9/2018,100.54862
11/10/2018,103.20533
11/11/2018,105.862041
11/12/2018,108.518752
11/13/2018,111.175463
11/14/2018,113.832173
11/15/2018,116.488884
11/16/2018,119.145594
11/17/2018,121.802305
11/18/2018,124.459016
11/19/2018,127.115726
11/20/2018,129.772437
11/21/2018,132.429148
11/22/2018,135.085859
11/23/2018,137.742569
11/24/2018,140.39928
11/25/2018,143.05599
11/26/2018,145.712701
11/27/2018,148.369412
11/28/2018,151.026122
11/29/2018,153.682833
11/30/2018,156.339544
12/1/2018,158.996255
12/2/2018,161.652965
12/3/2018,164.309676
12/4/2018,166.966387
12/5/2018,169.911065
12/6/2018,172.855744
12/7/2018,175.800423
12/8/2018,178.745102
12/9/2018,181.689781
12/10/2018,184.634459
12/11/2018,187.579138
12/12/2018,190.331119
12/13/2018,193.0831
12/14/2018,195.835081
12/15/2018,198.587063
12/16/2018,201.339044
12/17/2018,204.091025
12/18/2018,206.843006
12/19/2018,209.594987
12/20/2018,212.346968
12/21/2018,215.098949
12/22/2018,217.85093
12/23/2018,220.602911
12/24/2018,223.354892
12/25/2018,226.106873
12/26/2018,228.858854
12/27/2018,231.610835
12/28/2018,234.362816
12/29/2018,237.114797
12/30/2018,239.866779
12/31/2018,242.618759
1/1/2019,245.37074
1/2/2019,248.122722
1/3/2019,250.874702
1/4/2019,253.626684
1/5/2019,256.378665
1/6/2019,259.130646
1/7/2019,261.882627
1/8/2019,264.634608
1/9/2019,264.884548
1/10/2019,263.936897
1/11/2019,262.989245
1/12/2019,262.041594
1/13/2019,261.093942
1/14/2019,260.146291
1/15/2019,259.198639
1/16/2019,258.250988
1/17/2019,257.303336
1/18/2019,256.355685
1/19/2019,255.408034
1/20/2019,254.460382
1/21/2019,253.512731
1/22/2019,252.565079
1/23/2019,251.617428
1/24/2019,250.669776
1/25/2019,249.722125
1/26/2019,248.774474
1/27/2019,247.826822
1/28/2019,246.879171
1/29/2019,245.931519
1/30/2019,244.983868
1/31/2019,244.036216
2/1/2019,243.088565
2/2/2019,242.140914
2/3/2019,241.193262
2/4/2019,240.245611
2/5/2019,239.297959
2/6/2019,238.350308
2/7/2019,237.402656
2/8/2019,236.455005
2/9/2019,235.507354
2/10/2019,234.559702
2/11/2019,233.612051
2/12/2019,232.664399
2/13/2019,232.49838
2/14/2019,232.332361
2/15/2019,233.172626
2/16/2019,234.01289
2/17/2019,234.853154
2/18/2019,235.693419
2/19/2019,236.533683
2/20/2019,237.373947
2/21/2019,238.214211
2/22/2019,239.054476
2/23/2019,239.89474
2/24/2019,240.735004
2/25/2019,241.575269
2/26/2019,242.415533
2/27/2019,243.255797
2/28/2019,244.096061
3/1/2019,244.936326
3/2/2019,245.77659
3/3/2019,246.616854
3/4/2019,247.457119
3/5/2019,248.297383
3/6/2019,249.137647
3/7/2019,249.977911
3/8/2019,250.818176
3/9/2019,251.65844
3/10/2019,252.498704
3/11/2019,253.338969
3/12/2019,254.179233
3/13/2019,255.186781
3/14/2019,255.311488
3/15/2019,255.436194
3/16/2019,255.5609
3/17/2019,255.685607
3/18/2019,255.810313
3/19/2019,255.935019
3/20/2019,256.059726
3/21/2019,256.184432
3/22/2019,256.309139
3/23/2019,256.433845
3/24/2019,256.558551
3/25/2019,256.683258
3/26/2019,256.807964
3/27/2019,256.93267
3/28/2019,257.057377
3/29/2019,257.182083
3/30/2019,257.30679
3/31/2019,257.431496
4/1/2019,257.556202
4/2/2019,257.680909
4/3/2019,257.848132
4/4/2019,258.592661
4/5/2019,259.337191
4/6/2019,260.08172
4/7/2019,260.826249
4/8/2019,261.570779
4/9/2019,262.315308
4/10/2019,263.059837
4/11/2019,263.804366
4/12/2019,264.548896
4/13/2019,265.293425
4/14/2019,266.037954
4/15/2019,266.782484
4/16/2019,267.527013
4/17/2019,268.271542
4/18/2019,269.016072
4/19/2019,269.760601
4/20/2019,270.50513
4/21/2019,271.24966
4/22/2019,271.994189
4/23/2019,272.738718
4/24/2019,273.483248
4/25/2019,274.227777
4/26/2019,274.972306
4/27/2019,275.716835
4/28/2019,276.461365
4/29/2019,277.205894
4/30/2019,277.950423
5/1/2019,278.694952
5/2/2019,279.439482
5/3/2019,280.184011
5/4/2019,280.92854
5/5/2019,281.67307
5/6/2019,282.417599
5/7/2019,283.162128
5/8/2019,280.680967
5/9/2019,273.856269
5/10/2019,267.031571
5/11/2019,260.206872
5/12/2019,253.382174
5/13/2019,246.557475
5/14/2019,239.732777
5/15/2019,232.908079
5/16/2019,226.08338
5/17/2019,219.258682
5/18/2019,212.433984
5/19/2019,205.609285
5/20/2019,198.784587
5/21/2019,191.959888
5/22/2019,185.13519
5/23/2019,178.310491
5/24/2019,171.485793
5/25/2019,164.661095
5/26/2019,157.836397
5/27/2019,151.011698
5/28/2019,144.187
5/29/2019,137.362301
5/30/2019,130.537603
5/31/2019,123.712904
6/1/2019,116.888206
6/2/2019,110.063508
6/3/2019,103.238809
6/4/2019,96.414111
6/5/2019,92.070705
6/6/2019,91.193386
6/7/2019,90.316066
6/8/2019,89.438747
6/9/2019,88.561427
6/10/2019,87.684108
6/11/2019,86.806788
6/12/2019,85.929469
6/13/2019,85.052149
6/14/2019,84.17483
6/15/2019,83.297511
6/16/2019,82.420191
6/17/2019,81.542872
6/18/2019,80.665552
6/19/2019,79.788233
6/20/2019,78.910913
6/21/2019,78.033594
6/22/2019,77.156275
6/23/2019,76.278955
6/24/2019,75.401636
6/25/2019,74.524316
6/26/2019,73.646997
6/27/2019,72.769677
6/28/2019,71.892358
6/29/2019,71.015039
6/30/2019,70.137719
7/1/2019,69.2604
7/2/2019,68.38308
7/3/2019,67.505761
7/4/2019,66.628441
7/5/2019,65.751122
7/6/2019,64.873803
7/7/2019,63.996483
7/8/2019,63.119164
7/9/2019,62.241844
7/10/2019,61.829808
7/11/2019,62.380356
7/12/2019,62.930905
7/13/2019,63.481453
7/14/2019,64.032002
7/15/2019,64.58255
7/16/2019,65.133099
7/17/2019,65.683647
7/18/2019,66.234196
7/19/2019,66.784744
7/20/2019,67.335293
7/21/2019,67.885841
7/22/2019,68.43639
7/23/2019,68.986938
7/24/2019,69.537486
7/25/2019,70.088035
7/26/2019,70.638583
7/27/2019,71.189132
7/28/2019,71.73968
7/29/2019,72.290229
7/30/2019,72.840777
7/31/2019,73.391326
8/1/2019,73.941874
8/2/2019,74.492423
8/3/2019,75.042971
8/4/2019,75.59352
8/5/2019,76.144068
8/6/2019,76.694617
8/7/2019,78.689343
8/8/2019,80.478487
8/9/2019,82.267631
8/10/2019,84.056775
8/11/2019,85.845919
8/12/2019,87.635063
8/13/2019,89.424207
8/14/2019,91.21335
8/15/2019,93.002494
8/16/2019,94.791638
8/17/2019,96.580782
8/18/2019,98.369926
8/19/2019,100.15907
8/20/2019,101.948214
8/21/2019,103.737358
8/22/2019,105.526502
8/23/2019,107.315646
8/24/2019,109.10479
8/25/2019,110.893934
8/26/2019,112.683078
8/27/2019,114.472221
8/28/2019,116.261365
8/29/2019,118.050509
8/30/2019,119.839653
8/31/2019,121.628797
9/1/2019,123.417941
9/2/2019,125.207085
9/3/2019,126.996229
9/4/2019,128.785373
9/5/2019,130.574517
9/6/2019,132.363661
9/7/2019,134.152805
9/8/2019,135.941948
9/9/2019,137.731092
9/10/2019,139.374459
9/11/2019,142.865801
9/12/2019,146.357143
9/13/2019,149.848485
9/14/2019,153.339827
9/15/2019,156.831169
9/16/2019,160.322511
9/17/2019,163.813853
9/18/2019,167.305195
9/19/2019,170.796537
9/20/2019,174.287879
9/21/2019,177.779221
9/22/2019,181.270563
9/23/2019,184.761905
9/24/2019,188.253247
9/25/2019,191.744589
9/26/2019,195.235931
9/27/2019,198.727273
9/28/2019,202.218615
9/29/2019,205.709957
9/30/2019,209.201299
10/1/2019,212.692641
10/2/2019,215.721088
10/3/2019,216.628572
10/4/2019,217.536055
10/5/2019,218.443537
10/6/2019,219.35102
10/7/2019,220.258503
10/8/2019,221.165986
10/9/2019,222.073469
10/10/2019,222.980953
10/11/2019,223.888435
10/12/2019,224.795918
10/13/2019,225.703401
10/14/2019,226.610884
10/15/2019,227.518367
10/16/2019,228.42585
10/17/2019,229.333333
10/18/2019,230.240816
10/19/2019,231.148299
10/20/2019,232.055782
10/21/2019,232.963265
10/22/2019,233.870748
10/23/2019,234.778231
10/24/2019,235.685714
10/25/2019,236.593197
10/26/2019,237.50068
10/27/2019,238.408163
10/28/2019,239.315646
10/29/2019,240.223129
10/30/2019,241.130612
10/31/2019,242.038095
11/1/2019,242.945578
11/2/2019,243.853061
11/3/2019,244.760544
11/4/2019,245.668027
11/5/2019,246.57551
11/6/2019,248.010204
11/7/2019,248.971428
11/8/2019,249.932653
11/9/2019,250.893878
11/10/2019,251.855102
11/11/2019,252.816327
11/12/2019,253.777551
11/13/2019,254.738776
11/14/2019,255.7
11/15/2019,256.661224
11/16/2019,257.622449
11/17/2019,258.583674
11/18/2019,259.544898
11/19/2019,260.506122
11/20/2019,261.467347
11/21/2019,262.428571
11/22/2019,263.389796
11/23/2019,264.35102
11/24/2019,265.312245
11/25/2019,266.273469
11/26/2019,267.234694
11/27/2019,268.195918
11/28/2019,269.157143
11/29/2019,270.118367
11/30/2019,271.079592
12/1/2019,272.040817
12/2/2019,273.002041
12/3/2019,273.963265
12/4/2019,274.216521
12/5/2019,275.173858
12/6/2019,276.131195
12/7/2019,277.088532
12/8/2019,278.04587
12/9/2019,279.003207
12/10/2019,279.960544
12/11/2019,280.917882
12/12/2019,281.875219
12/13/2019,282.832556
12/14/2019,283.789893
12/15/2019,284.74723
12/16/2019,285.704568
12/17/2019,286.661905
12/18/2019,287.619242
12/19/2019,288.576579
12/20/2019,289.533916
12/21/2019,290.491254
12/22/2019,291.448591
12/23/2019,292.405928
12/24/2019,293.363265
12/25/2019,294.320603
12/26/2019,295.27794
12/27/2019,296.235277
12/28/2019,297.192614
12/29/2019,298.149951
12/30/2019,299.107289
12/31/2019,300.064626
1/1/2020,301.021963
1/2/2020,301.9793
1/3/2020,302.936637
1/4/2020,303.893975
1/5/2020,304.851312
1/6/2020,305.808649
1/7/2020,306.765986
1/8/2020,307.723324
1/9/2020,308.680661
1/10/2020,309.637998
1/11/2020,310.595335
1/12/2020,311.552673
1/13/2020,312.51001
1/14/2020,313.467347
1/15/2020,313.580678
1/16/2020,311.589927
1/17/2020,309.599176
1/18/2020,307.608425
1/19/2020,305.617674
1/20/2020,303.626923
1/21/2020,301.636172
1/22/2020,299.645421
1/23/2020,297.65467
1/24/2020,295.663919
1/25/2020,293.673168
1/26/2020,291.682417
1/27/2020,289.691666
1/28/2020,287.700915
1/29/2020,285.710164
1/30/2020,283.719413
1/31/2020,281.728662
2/1/2020,279.737911
2/2/2020,277.74716
2/3/2020,275.756409
2/4/2020,273.765658
2/5/2020,271.774907
2/6/2020,273.135176
2/7/2020,274.495446
2/8/2020,275.855715
2/9/2020,277.215985
2/10/2020,278.576254
2/11/2020,279.936524
2/12/2020,281.296793
2/13/2020,280.969512
2/14/2020,280.642231
2/15/2020,280.31495
2/16/2020,279.987669
2/17/2020,279.660388
2/18/2020,279.333107
2/19/2020,279.005826
2/20/2020,278.678544
2/21/2020,278.351263
2/22/2020,278.023982
2/23/2020,277.696701
2/24/2020,277.36942
2/25/2020,277.042139
2/26/2020,276.714858
2/27/2020,276.387577
2/28/2020,276.060296
2/29/2020,275.733015
3/1/2020,275.405734
3/2/2020,275.078453
3/3/2020,274.751172
3/4/2020,274.423891
3/5/2020,274.096609
3/6/2020,273.769328
3/7/2020,273.442047
3/8/2020,273.114766
3/9/2020,272.787485
3/10/2020,272.460204
3/11/2020,274.341837
3/12/2020,273.801021
3/13/2020,273.260204
3/14/2020,272.719388
3/15/2020,272.178571
3/16/2020,271.637755
3/17/2020,271.096939
3/18/2020,270.556122
3/19/2020,270.015306
3/20/2020,269.47449
3/21/2020,268.933673
3/22/2020,268.392857
3/23/2020,267.852041
3/24/2020,267.311224
3/25/2020,266.770408
3/26/2020,266.229592
3/27/2020,265.688776
3/28/2020,265.147959
3/29/2020,264.607143
3/30/2020,264.066327
3/31/2020,263.52551
4/1/2020,262.984694
4/2/2020,262.443878
4/3/2020,261.903061
4/4/2020,261.362245
4/5/2020,260.821428
4/6/2020,260.280612
4/7/2020,259.739796
4/8/2020,259.137755
4/9/2020,257.683674
4/10/2020,256.229592
4/11/2020,254.77551
4/12/2020,253.321428
4/13/2020,251.867347
4/14/2020,250.413265
4/15/2020,248.959184
4/16/2020,247.505102
4/17/2020,246.051021
4/18/2020,244.596939
4/19/2020,243.142857
4/20/2020,241.688775
4/21/2020,240.234694
4/22/2020,238.780612
4/23/2020,237.326531
4/24/2020,235.872449
4/25/2020,234.418367
4/26/2020,232.964286
4/27/2020,231.510204
4/28/2020,230.056122
4/29/2020,228.602041
4/30/2020,227.147959
5/1/2020,225.693878
5/2/2020,224.239796
5/3/2020,222.785714
5/4/2020,221.331633
5/5/2020,219.877551
5/6/2020,220.617687
5/7/2020,221.616327
5/8/2020,222.614966
5/9/2020,223.613605
5/10/2020,224.612245
5/11/2020,225.610884
5/12/2020,226.609524
5/13/2020,227.608163
5/14/2020,228.606803
5/15/2020,229.605442
5/16/2020,230.604082
5/17/2020,231.602721
5/18/2020,232.60136
5/19/2020,233.6
5/20/2020,234.59864
5/21/2020,227.915228
5/22/2020,220.905809
5/23/2020,213.896389
5/24/2020,206.88697
5/25/2020,199.877551
5/26/2020,192.868132
5/27/2020,185.858713
5/28/2020,178.849294
5/29/2020,171.839874
5/30/2020,164.830455
5/31/2020,157.821036
6/1/2020,150.811617
6/2/2020,143.802198
6/3/2020,140.64898
6/4/2020,136.27619
6/5/2020,131.903401
6/6/2020,127.530612
6/7/2020,123.157823
6/8/2020,118.785034
6/9/2020,114.412245
6/10/2020,110.039456
6/11/2020,105.666667
6/12/2020,101.293878
6/13/2020,96.921088
6/14/2020,92.548299
6/15/2020,88.17551
6/16/2020,83.802721
6/17/2020,79.429932
6/18/2020,75.057143
6/19/2020,70.684354
6/20/2020,66.311564
6/21/2020,61.938776
6/22/2020,57.565986
6/23/2020,53.193197
6/24/2020,50.483674
6/25/2020,49.889796
6/26/2020,49.295918
6/27/2020,48.702041
6/28/2020,48.108163
6/29/2020,47.514286
6/30/2020,46.920408
7/1/2020,46.326531
7/2/2020,45.732653
7/3/2020,45.138775
7/4/2020,44.544898
7/5/2020,43.951021
7/6/2020,43.357143
7/7/2020,42.763265
7/8/2020,43.704082
7/9/2020,47.510204
7/10/2020,51.316327
7/11/2020,55.122449
7/12/2020,58.928571
7/13/2020,62.734694
7/14/2020,66.540816
7/15/2020,70.346939
7/16/2020,74.153061
7/17/2020,77.959184
7/18/2020,81.765306
7/19/2020,85.571429
7/20/2020,89.377551
7/21/2020,93.183673
7/22/2020,93.884994
7/23/2020,93.484274
7/24/2020,93.083553
7/25/2020,92.682833
7/26/2020,92.282113
7/27/2020,91.881393
7/28/2020,91.480672
7/29/2020,91.079952
7/30/2020,90.679232
7/31/2020,90.278511
8/1/2020,89.877791
8/2/2020,89.477071
8/3/2020,89.07635
8/4/2020,88.67563
8/5/2020,90.227291
8/6/2020,89.969427
8/7/2020,89.711565
8/8/2020,89.453701
8/9/2020,89.195838
8/10/2020,88.937975
8/11/2020,88.680112
8/12/2020,88.422249
8/13/2020,88.164386
8/14/2020,87.906522
8/15/2020,87.64866
8/16/2020,87.390796
8/17/2020,87.132933
8/18/2020,86.87507
8/19/2020,86.617207
8/20/2020,86.359344
8/21/2020,86.101481
8/22/2020,85.843617
8/23/2020,85.585755
8/24/2020,85.327891
8/25/2020,85.070028
8/26/2020,84.480192
8/27/2020,83.628451
8/28/2020,82.776711
8/29/2020,81.92497
8/30/2020,81.073229
8/31/2020,80.221489
9/1/2020,79.369748
9/2/2020,78.518007
9/3/2020,77.666267
9/4/2020,76.814526
9/5/2020,75.962785
9/6/2020,75.111044
9/7/2020,74.259304
9/8/2020,73.407563
9/9/2020,72.452421
9/10/2020,74.74966
9/11/2020,77.046899
9/12/2020,79.344138
9/13/2020,81.641377
9/14/2020,83.938615
9/15/2020,86.235854
9/16/2020,88.533093
9/17/2020,90.830332
9/18/2020,93.127571
9/19/2020,95.42481
9/20/2020,97.722049
9/21/2020,100.019288
9/22/2020,102.316527
9/23/2020,104.613765
9/24/2020,109.540308
9/25/2020,114.879306
9/26/2020,120.218303
9/27/2020,125.5573
9/28/2020,130.896297
9/29/2020,136.235294
9/30/2020,141.574291
10/1/2020,146.913288
10/2/2020,152.252286
10/3/2020,157.591283
10/4/2020,162.93028
10/5/2020,168.269277
10/6/2020,173.608274
10/7/2020,176.746539
10/8/2020,173.539016
