date,Stage_ft,Storage(ac-ft),Storage_m3,SA_acres,Stage_m
6/13/2020,12.206,2801516,3455613956,376191.2,3.7203888
6/14/2020,12.204,2800744,3454661709,376140.8,3.7197792
6/15/2020,12.204,2800744,3454661709,376140.8,3.7197792
6/16/2020,12.196,2797656,3450852723,375939.2,3.7173408
6/17/2020,12.196,2797656,3450852723,375939.2,3.7173408
6/18/2020,12.192,2796112,3448948230,375838.4,3.7161216
6/19/2020,12.258,2821588,3480372366,377501.6,3.7362384
6/20/2020,12.318,2844748,3508939763,379013.6,3.7545264
6/21/2020,12.34,2853240,3519414475,379568,3.761232
6/22/2020,12.352,2857872,3525127955,379870.4,3.7648896
6/23/2020,12.366,2863276,3531793680,380223.2,3.7691568
6/24/2020,12.386,2870996,3541316146,380727.2,3.7752528
6/25/2020,12.39,2872540,3543220639,380828,3.776472
6/26/2020,12.388,2871768,3542268393,380777.6,3.7758624
6/27/2020,12.388,2871768,3542268393,380777.6,3.7758624
6/28/2020,12.376,2867136,3536554913,380475.2,3.7722048
6/29/2020,12.348,2856328,3523223461,379769.6,3.7636704
6/30/2020,12.314,2843204,3507035270,378912.8,3.7533072
7/1/2020,12.298,2837028,3499417297,378509.6,3.7484304
7/2/2020,12.29,2833940,3495608311,378308,3.745992
7/3/2020,12.272,2826992,3487038092,377854.4,3.7405056
7/4/2020,12.266,2824676,3484181352,377703.2,3.7386768
7/5/2020,12.282,2830852,3491799325,378106.4,3.7435536
7/6/2020,12.31,2841660,3505130777,378812,3.752088
7/7/2020,12.362,2861732,3529889187,380122.4,3.7679376
7/8/2020,12.432,2888752,3563217817,381886.4,3.7892736
7/9/2020,12.442,2892612,3567979050,382138.4,3.7923216
7/10/2020,12.44,2891840,3567026803,382088,3.791712
7/11/2020,12.494,2912684,3592737460,383448.8,3.8081712
7/12/2020,12.528,2925808,3608925652,384238.4,3.8185344
7/13/2020,12.546,2932756,3617495871,384648.8,3.8240208
7/14/2020,12.556,2936616,3622257104,384876.8,3.8270688
7/15/2020,12.566,2940476,3627018336,385104.8,3.8301168
7/16/2020,12.61,2957460,3647967761,386108,3.843528
7/17/2020,12.64,2969040,3662251459,386792,3.852672
7/18/2020,12.66,2976760,3671773925,387248,3.858768
7/19/2020,12.688,2987568,3685105377,387886.4,3.8673024
7/20/2020,12.748,3010728,3713672773,389254.4,3.8855904
7/21/2020,12.776,3021536,3727004225,389892.8,3.8941248
7/22/2020,12.812,3035432,3744144663,390713.6,3.9050976
7/23/2020,12.858,3053188,3766046334,391762.4,3.9191184
7/24/2020,12.888,3064768,3780330033,392446.4,3.9282624
7/25/2020,12.912,3074032,3791756991,392993.6,3.9355776
7/26/2020,12.94,3084840,3805088443,393632,3.944112
7/27/2020,13.024,3118032,3846030111,396065.6,3.9697152
7/28/2020,13.126,3160668,3898620765,400594.4,4.0008048
7/29/2020,13.174,3180732,3923369307,402725.6,4.0154352
7/30/2020,13.216,3198288,3945024282,404590.4,4.0282368
7/31/2020,13.252,3213336,3963585689,406188.8,4.0392096
8/1/2020,13.28,3225040,3978022339,407432,4.047744
8/2/2020,13.276,3223368,3975959961,407254.4,4.0465248
8/3/2020,13.34,3250120,4008958018,410096,4.066032
8/4/2020,13.366,3260988,4022363478,411250.4,4.0739568
8/5/2020,13.416,3281888,4048143210,413470.4,4.0891968
8/6/2020,13.468,3303624,4074954132,415779.2,4.1050464
8/7/2020,13.518,3324560,4100778269,417876.8,4.1202864
8/8/2020,13.622,3368240,4154656675,421787.2,4.1519856
8/9/2020,13.678,3391760,4183668125,423892.8,4.1690544
8/10/2020,13.716,3407720,4203354466,425321.6,4.1806368
8/11/2020,13.744,3419480,4217860190,426374.4,4.1891712
8/12/2020,13.784,3436280,4238582654,427878.4,4.2013632
8/13/2020,13.802,3443840,4247907763,428555.2,4.2068496
8/14/2020,13.816,3449720,4255160626,429081.6,4.2111168
8/15/2020,13.822,3452240,4258268995,429307.2,4.2129456
8/16/2020,13.834,3457280,4264485734,429758.4,4.2166032
8/17/2020,13.862,3469040,4278991459,430811.2,4.2251376
8/18/2020,13.892,3481640,4294533307,431939.2,4.2342816
8/19/2020,13.95,3506000,4324580880,434120,4.25196
8/20/2020,13.976,3516920,4338050482,435097.6,4.2598848
8/21/2020,14.046,3547976,4376357436,436726.8,4.2812208
8/22/2020,14.1,3572600,4406730648,437580,4.29768
8/23/2020,14.118,3580808,4416855052,437864.4,4.3031664
8/24/2020,14.136,3589016,4426979456,438148.8,4.3086528
8/25/2020,14.142,3591752,4430354257,438243.6,4.3104816
8/26/2020,14.154,3597224,4437103860,438433.2,4.3141392
8/27/2020,14.158,3599048,4439353727,438496.4,4.3153584
8/28/2020,14.186,3611816,4455102800,438938.8,4.3238928
8/29/2020,14.212,3623672,4469726939,439349.6,4.3318176
8/30/2020,14.29,3659240,4513599355,440582,4.355592
8/31/2020,14.334,3679304,4538347898,441277.2,4.3690032
9/1/2020,14.368,3694808,4557471772,441814.4,4.3793664
9/2/2020,14.38,3700280,4564221374,442004,4.383024
9/3/2020,14.388,3703928,4568721109,442130.4,4.3854624
9/4/2020,14.398,3708488,4574345778,442288.4,4.3885104
9/5/2020,14.416,3716696,4584470182,442572.8,4.3939968
9/6/2020,14.498,3754088,4630592466,443868.4,4.4189904
9/7/2020,14.6,3800000,4687224000,444760,4.45008
9/8/2020,14.652,3823400,4716087432,445207.2,4.4659296
9/9/2020,14.688,3839600,4736069808,445516.8,4.4769024
9/10/2020,14.74,3863000,4764933240,445964,4.492752
9/11/2020,14.794,3887300,4794906804,446428.4,4.5092112
9/12/2020,14.834,3905300,4817109444,446772.4,4.5214032
9/13/2020,14.888,3929600,4847083008,447236.8,4.5378624
9/14/2020,14.946,3955700,4879276836,447735.6,4.5555408
9/15/2020,14.988,3974600,4902589608,448096.8,4.5683424
9/16/2020,15.038,3996720,4929874186,448352,4.5835824
9/17/2020,15.108,4027520,4967865370,448632,4.6049184
9/18/2020,15.138,4040720,4984147306,448752,4.6140624
9/19/2020,15.162,4051280,4997172854,448848,4.6213776
9/20/2020,15.174,4056560,5003685629,448896,4.6250352
9/21/2020,15.182,4060080,5008027478,448928,4.6274736
9/22/2020,15.212,4073280,5024309414,449048,4.6366176
9/23/2020,15.238,4084720,5038420426,449152,4.6445424
9/24/2020,15.268,4097920,5054702362,449272,4.6536864
9/25/2020,15.318,4119920,5081838922,449472,4.6689264
9/26/2020,15.374,4144560,5112231869,449696,4.6859952
9/27/2020,15.432,4170080,5143710278,449928,4.7036736
9/28/2020,15.47,4186800,5164334064,450080,4.715256
9/29/2020,15.516,4207200,5189497056,450264,4.7292768
9/30/2020,15.522,4209900,5192827452,450288,4.7311056
10/1/2020,15.55,4222500,5208369300,450400,4.73964
10/2/2020,15.57,4231500,5219470620,450480,4.745736
10/3/2020,15.628,4257600,5251664448,450712,4.7634144
10/4/2020,15.784,4327800,5338254744,451336,4.8109632
10/5/2020,15.852,4358400,5375999232,451608,4.8316896
10/6/2020,15.918,4388100,5412633588,451872,4.8518064
10/7/2020,15.988,4419600,5451488208,452152,4.8731424
10/8/2020,16.024,4435800,5471470584,452291.2,4.8841152
10/9/2020,16.048,4446600,5484792168,452382.4,4.8914304
10/10/2020,16.092,4466400,5509215072,452549.6,4.9048416
10/11/2020,16.142,4488900,5536968372,452739.6,4.9200816
10/12/2020,16.182,4506900,5559171012,452891.6,4.9322736
10/13/2020,16.202,4515900,5570272332,452967.6,4.9383696
10/14/2020,16.206,4517700,5572492596,452982.8,4.9395888
10/15/2020,16.21,4519500,5574712860,452998,4.940808
10/16/2020,16.22,4524000,5580263520,453036,4.943856
10/17/2020,16.212,4520400,5575822992,453005.6,4.9414176
10/18/2020,16.194,4512300,5565831804,452937.2,4.9359312
10/19/2020,16.238,4532100,5590254708,453104.4,4.9493424
10/20/2020,16.27,4546500,5608016820,453226,4.959096
10/21/2020,16.288,4554600,5618008008,453294.4,4.9645824
10/22/2020,16.32,4569000,5635770120,453416,4.974336
10/23/2020,16.348,4581600,5651311968,453522.4,4.9828704
10/24/2020,16.35,4582500,5652422100,453530,4.98348
10/25/2020,16.358,4586100,5656862628,453560.4,4.9859184
10/26/2020,16.37,4591500,5663523420,453606,4.989576
10/27/2020,16.366,4589700,5661303156,453590.8,4.9883568
10/28/2020,16.346,4580700,5650201836,453514.8,4.9822608
10/29/2020,16.334,4575300,5643541044,453469.2,4.9786032
10/30/2020,16.298,4559100,5623558668,453332.4,4.9676304
10/31/2020,16.264,4543800,5604686424,453203.2,4.9572672
11/1/2020,16.262,4542900,5603576292,453195.6,4.9566576
11/2/2020,16.206,4517700,5572492596,452982.8,4.9395888
11/3/2020,16.168,4500600,5551400088,452838.4,4.9280064
11/4/2020,16.13,4483500,5530307580,452694,4.916424
11/5/2020,16.104,4471800,5515875864,452595.2,4.9084992
11/6/2020,16.086,4463700,5505884676,452526.8,4.9030128
11/7/2020,16.068,4455600,5495893488,452458.4,4.8975264
11/8/2020,16.102,4470900,5514765732,452587.6,4.9078896
11/9/2020,16.238,4532100,5590254708,453104.4,4.9493424
11/10/2020,16.324,4570800,5637990384,453431.2,4.9755552
11/11/2020,16.396,4603200,5677955136,453704.8,4.9975008
11/12/2020,16.444,4624800,5704598304,453887.2,5.0121312
11/13/2020,16.452,4628400,5709038832,453917.6,5.0145696
11/14/2020,16.446,4625700,5705708436,453894.8,5.0127408
11/15/2020,16.436,4621200,5700157776,453856.8,5.0096928
11/16/2020,16.416,4612200,5689056456,453780.8,5.0035968
11/17/2020,16.37,4591500,5663523420,453606,4.989576
11/18/2020,16.328,4572600,5640210648,453446.4,4.9767744
11/19/2020,16.294,4557300,5621338404,453317.2,4.9664112
11/20/2020,16.28,4551000,5613567480,453264,4.962144
11/21/2020,16.272,4547400,5609126952,453233.6,4.9597056
11/22/2020,16.262,4542900,5603576292,453195.6,4.9566576
11/23/2020,16.234,4530300,5588034444,453089.2,4.9481232
11/24/2020,16.212,4520400,5575822992,453005.6,4.9414176
11/25/2020,16.194,4512300,5565831804,452937.2,4.9359312
11/26/2020,16.176,4504200,5555840616,452868.8,4.9304448
11/27/2020,16.16,4497000,5546959560,452808,4.925568
11/28/2020,16.146,4490700,5539188636,452754.8,4.9213008
11/29/2020,16.13,4483500,5530307580,452694,4.916424
11/30/2020,16.114,4476300,5521426524,452633.2,4.9115472
12/1/2020,16.066,4454700,5494783356,452450.8,4.8969168
12/2/2020,16.01,4429500,5463699660,452238,4.879848
12/3/2020,15.996,4423200,5455928736,452184,4.8755808
12/4/2020,15.978,4415100,5445937548,452112,4.8700944
12/5/2020,15.964,4408800,5438166624,452056,4.8658272
12/6/2020,15.944,4399800,5427065304,451976,4.8597312
12/7/2020,16.044,4444800,5482571904,452367.2,4.8902112
12/8/2020,16.042,4443900,5481461772,452359.6,4.8896016
12/9/2020,16.024,4435800,5471470584,452291.2,4.8841152
12/10/2020,16.014,4431300,5465919924,452253.2,4.8810672
12/11/2020,15.99,4420500,5452598340,452160,4.873752
12/12/2020,15.982,4416900,5448157812,452128,4.8713136
12/13/2020,15.98,4416000,5447047680,452120,4.870704
12/14/2020,15.976,4414200,5444827416,452104,4.8694848
12/15/2020,15.964,4408800,5438166624,452056,4.8658272
12/16/2020,15.956,4405200,5433726096,452024,4.8633888
12/17/2020,15.942,4398900,5425955172,451968,4.8591216
12/18/2020,15.908,4383600,5407082928,451832,4.8487584
12/19/2020,15.908,4383600,5407082928,451832,4.8487584
12/20/2020,15.914,4386300,5410413324,451856,4.8505872
12/21/2020,15.934,4395300,5421514644,451936,4.8566832
12/22/2020,15.912,4385400,5409303192,451848,4.8499776
12/23/2020,15.892,4376400,5398201872,451768,4.8438816
12/24/2020,15.898,4379100,5401532268,451792,4.8457104
12/25/2020,15.858,4361100,5379329628,451632,4.8335184
12/26/2020,15.838,4352100,5368228308,451552,4.8274224
12/27/2020,15.82,4344000,5358237120,451480,4.821936
12/28/2020,15.816,4342200,5356016856,451464,4.8207168
12/29/2020,15.804,4336800,5349356064,451416,4.8170592
12/30/2020,15.808,4338600,5351576328,451432,4.8182784
12/31/2020,15.81,4339500,5352686460,451440,4.818888
1/1/2021,15.81,4339500,5352686460,451440,4.818888
1/2/2021,15.81,4339500,5352686460,451440,4.818888
1/3/2021,15.806,4337700,5350466196,451424,4.8176688
1/4/2021,15.782,4326900,5337144612,451328,4.8103536
1/5/2021,15.762,4317900,5326043292,451248,4.8042576
1/6/2021,15.722,4299900,5303840652,451088,4.7920656
1/7/2021,15.722,4299900,5303840652,451088,4.7920656
1/8/2021,15.71,4294500,5297179860,451040,4.788408
1/9/2021,15.682,4281900,5281638012,450928,4.7798736
1/10/2021,15.662,4272900,5270536692,450848,4.7737776
1/11/2021,15.66,4272000,5269426560,450840,4.773168
1/12/2021,15.662,4272900,5270536692,450848,4.7737776
1/13/2021,15.656,4270200,5267206296,450824,4.7719488
1/14/2021,15.662,4272900,5270536692,450848,4.7737776
1/15/2021,15.664,4273800,5271646824,450856,4.7743872
1/16/2021,15.646,4265700,5261655636,450784,4.7689008
1/17/2021,15.642,4263900,5259435372,450768,4.7676816
1/18/2021,15.63,4258500,5252774580,450720,4.764024
1/19/2021,15.614,4251300,5243893524,450656,4.7591472
1/20/2021,15.608,4248600,5240563128,450632,4.7573184
1/21/2021,15.6,4245000,5236122600,450600,4.75488
1/22/2021,15.596,4243200,5233902336,450584,4.7536608
1/23/2021,15.586,4238700,5228351676,450544,4.7506128
1/24/2021,15.576,4234200,5222801016,450504,4.7475648
1/25/2021,15.576,4234200,5222801016,450504,4.7475648
1/26/2021,15.568,4230600,5218360488,450472,4.7451264
1/27/2021,15.564,4228800,5216140224,450456,4.7439072
1/28/2021,15.516,4207200,5189497056,450264,4.7292768
1/29/2021,15.476,4189440,5167590451,450104,4.7170848
1/30/2021,15.476,4189440,5167590451,450104,4.7170848
1/31/2021,15.472,4187680,5165419526,450088,4.7158656
2/1/2021,15.45,4178000,5153479440,450000,4.70916
2/2/2021,15.424,4166560,5139368429,449896,4.7012352
2/3/2021,15.398,4155120,5125257418,449792,4.6933104
2/4/2021,15.366,4141040,5107890019,449664,4.6835568
2/5/2021,15.36,4138400,5104633632,449640,4.681728
2/6/2021,15.362,4139280,5105719094,449648,4.6823376
2/7/2021,15.382,4148080,5116573718,449728,4.6884336
2/8/2021,15.398,4155120,5125257418,449792,4.6933104
2/9/2021,15.402,4156880,5127428342,449808,4.6945296
2/10/2021,15.398,4155120,5125257418,449792,4.6933104
2/11/2021,15.39,4151600,5120915568,449760,4.690872
2/12/2021,15.386,4149840,5118744643,449744,4.6896528
2/13/2021,15.396,4154240,5124171955,449784,4.6927008
2/14/2021,15.43,4169200,5142624816,449920,4.703064
2/15/2021,15.44,4173600,5148052128,449960,4.706112
2/16/2021,15.448,4177120,5152393978,449992,4.7085504
2/17/2021,15.466,4185040,5162163139,450064,4.7140368
2/18/2021,15.516,4207200,5189497056,450264,4.7292768
2/19/2021,15.504,4201800,5182836264,450216,4.7256192
2/20/2021,15.448,4177120,5152393978,449992,4.7085504
2/21/2021,15.416,4163040,5135026579,449864,4.6987968
2/22/2021,15.412,4161280,5132855654,449848,4.6975776
2/23/2021,15.42,4164800,5137197504,449880,4.700016
2/24/2021,15.402,4156880,5127428342,449808,4.6945296
2/25/2021,15.386,4149840,5118744643,449744,4.6896528
2/26/2021,15.364,4140160,5106804557,449656,4.6829472
2/27/2021,15.346,4132240,5097035395,449584,4.6774608
2/28/2021,15.332,4126080,5089437158,449528,4.6731936
3/1/2021,15.32,4120800,5082924384,449480,4.669536
3/2/2021,15.304,4113760,5074240685,449416,4.6646592
3/3/2021,15.296,4110240,5069898835,449384,4.6622208
3/4/2021,15.262,4095280,5051445974,449248,4.6518576
3/5/2021,15.228,4080320,5032993114,449112,4.6414944
3/6/2021,15.212,4073280,5024309414,449048,4.6366176
3/7/2021,15.168,4053920,5000429242,448872,4.6232064
3/8/2021,15.14,4041600,4985232768,448760,4.614672
3/9/2021,15.134,4038960,4981976381,448736,4.6128432
3/10/2021,15.108,4027520,4967865370,448632,4.6049184
3/11/2021,15.09,4019600,4958096208,448560,4.599432
3/12/2021,15.062,4007280,4942899734,448448,4.5908976
3/13/2021,15.04,3997600,4930959648,448360,4.584192
3/14/2021,15.02,3988800,4920105024,448280,4.578096
3/15/2021,15.004,3981760,4911421325,448216,4.5732192
3/16/2021,14.984,3972800,4900369344,448062.4,4.5671232
3/17/2021,14.944,3954800,4878166704,447718.4,4.5549312
3/18/2021,14.92,3944000,4864845120,447512,4.547616
3/19/2021,14.86,3917000,4831541160,446996,4.529328
3/20/2021,14.796,3888200,4796016936,446445.6,4.5098208
3/21/2021,14.766,3874700,4779364956,446187.6,4.5006768
3/22/2021,14.736,3861200,4762712976,445929.6,4.4915328
3/23/2021,14.7,3845000,4742730600,445620,4.48056
3/24/2021,14.666,3829700,4723858356,445327.6,4.4701968
3/25/2021,14.638,3817100,4708316508,445086.8,4.4616624
3/26/2021,14.602,3800900,4688334132,444777.2,4.4506896
3/27/2021,14.568,3785600,4669461888,444484.8,4.4403264
3/28/2021,14.534,3770300,4650589644,444192.4,4.4299632
3/29/2021,14.506,3757700,4635047796,443951.6,4.4214288
3/30/2021,14.472,3742232,4615968327,443457.6,4.4110656
3/31/2021,14.442,3728552,4599094321,442983.6,4.4019216
4/1/2021,14.448,3731288,4602469122,443078.4,4.4037504
4/2/2021,14.35,3686600,4547347368,441530,4.37388
4/3/2021,14.32,3672920,4530473362,441056,4.364736
4/4/2021,14.3,3663800,4519224024,440740,4.35864
4/5/2021,14.28,3654680,4507974686,440424,4.352544
4/6/2021,14.25,3641000,4491100680,439950,4.3434
4/7/2021,14.218,3626408,4473101740,439444.4,4.3336464
4/8/2021,14.19,3613640,4457352667,439002,4.325112
4/9/2021,14.158,3599048,4439353727,438496.4,4.3153584
4/10/2021,14.14,3590840,4429229323,438212,4.309872
4/11/2021,14.158,3599048,4439353727,438496.4,4.3153584
4/12/2021,14.236,3634616,4483226144,439728.8,4.3391328
4/13/2021,14.232,3632792,4480976276,439665.6,4.3379136
4/14/2021,14.228,3630968,4478726409,439602.4,4.3366944
4/15/2021,14.202,3619112,4464102270,439191.6,4.3287696
4/16/2021,14.188,3612728,4456227733,438970.4,4.3245024
4/17/2021,14.172,3605432,4447228263,438717.6,4.3196256
4/18/2021,14.158,3599048,4439353727,438496.4,4.3153584
4/19/2021,14.182,3609992,4452852932,438875.6,4.3226736
4/20/2021,14.242,3637352,4486600945,439823.6,4.3409616
4/21/2021,14.234,3633704,4482101210,439697.2,4.3385232
4/22/2021,14.21,3622760,4468602005,439318,4.331208
4/23/2021,14.198,3617288,4461852402,439128.4,4.3275504
4/24/2021,14.18,3609080,4451727998,438844,4.322064
4/25/2021,14.16,3599960,4440478661,438528,4.315968
4/26/2021,14.128,3585368,4422479721,438022.4,4.3062144
4/27/2021,14.086,3566216,4398856112,437358.8,4.2934128
4/28/2021,14.046,3547976,4376357436,436726.8,4.2812208
4/29/2021,14.018,3535208,4360608364,436284.4,4.2726864
4/30/2021,14.026,3538856,4365108099,436410.8,4.2751248
5/1/2021,13.992,3523640,4346339467,435699.2,4.2647616
5/2/2021,13.972,3515240,4335978235,434947.2,4.2586656
5/3/2021,13.956,3508520,4327689250,434345.6,4.2537888
5/4/2021,13.932,3498440,4315255771,433443.2,4.2464736
5/5/2021,13.88,3476600,4288316568,431488,4.230624
5/6/2021,13.87,3472400,4283135952,431112,4.227576
5/7/2021,13.834,3457280,4264485734,429758.4,4.2166032
5/8/2021,13.8,3443000,4246871640,428480,4.20624
5/9/2021,13.762,3427040,4227185299,427051.2,4.1946576
5/10/2021,13.718,3408560,4204390589,425396.8,4.1812464
5/11/2021,13.678,3391760,4183668125,423892.8,4.1690544
5/12/2021,13.646,3378320,4167090154,422689.6,4.1593008
5/13/2021,13.608,3362360,4147403813,421260.8,4.1477184
5/14/2021,13.558,3341360,4121500733,419380.8,4.1324784
5/15/2021,13.518,3324560,4100778269,417876.8,4.1202864
5/16/2021,13.47,3304460,4075985321,415868,4.105656
5/17/2021,13.44,3291920,4060517482,414536,4.096512
5/18/2021,13.392,3271856,4035768939,412404.8,4.0818816
5/19/2021,13.344,3251792,4011020396,410273.6,4.0672512
5/20/2021,13.282,3225876,3979053528,407520.8,4.0483536
5/21/2021,13.212,3196616,3942961904,404412.8,4.0270176
5/22/2021,13.158,3174044,3915119793,402015.2,4.0105584
5/23/2021,13.1325,3163385,3901972130,400883,4.002786
5/24/2021,13.085,3143530,3877481384,398774,3.988308
5/25/2021,13.04,3124720,3854279626,396776,3.974592
5/26/2021,12.98,3100280,3824133374,394544,3.956304
5/27/2021,12.9175,3076155,3794375669,393119,3.937254
5/28/2021,12.8575,3052995,3765808273,391751,3.918966
5/29/2021,12.805,3032730,3740811800,390554,3.902964
5/30/2021,12.795,3028870,3736050568,390326,3.899916
5/31/2021,12.8275,3041415,3751524574,391067,3.909822
6/1/2021,12.795,3028870,3736050568,390326,3.899916
6/2/2021,12.78,3023080,3728908718,389984,3.895344
6/3/2021,12.76,3015360,3719386253,389528,3.889248
6/4/2021,12.7625,3016325,3720576561,389585,3.89001
6/5/2021,12.765,3017290,3721766869,389642,3.890772
6/6/2021,12.7475,3010535,3713434712,389243,3.885438
6/7/2021,12.72,2999920,3700341322,388616,3.877056
6/8/2021,12.685,2986410,3683677007,387818,3.866388
6/9/2021,12.6425,2970005,3663441767,386849,3.853434
6/10/2021,12.59,2949740,3638445295,385652,3.837432
6/11/2021,12.5275,2925615,3608687590,384227,3.818382
6/12/2021,12.505,2916930,3597974816,383714,3.811524
6/13/2021,12.48,2907280,3586071734,383096,3.803904
6/14/2021,12.43,2887980,3562265570,381836,3.788664
6/15/2021,12.445,2893770,3569407420,382214,3.793236
6/16/2021,12.4775,2906315,3584881426,383033,3.803142
6/17/2021,12.5525,2935265,3620590672,384797,3.826002
6/18/2021,12.5675,2941055,3627732521,385139,3.830574
6/19/2021,12.5525,2935265,3620590672,384797,3.826002
6/20/2021,12.535,2928510,3612258515,384398,3.820668
6/21/2021,12.55,2934300,3619400364,384740,3.82524
6/22/2021,12.5525,2935265,3620590672,384797,3.826002
6/23/2021,12.5725,2942985,3630113138,385253,3.832098
6/24/2021,12.63,2965180,3657490226,386564,3.849624
6/25/2021,12.6425,2970005,3663441767,386849,3.853434
6/26/2021,12.6575,2975795,3670583617,387191,3.858006
6/27/2021,12.6675,2979655,3675344849,387419,3.861054
6/28/2021,12.6625,2977725,3672964233,387305,3.85953
6/29/2021,12.6925,2989305,3687247931,387989,3.868674
6/30/2021,12.76,3015360,3719386253,389528,3.889248
7/1/2021,12.7975,3029835,3737240876,390383,3.900678
7/2/2021,12.8075,3033695,3742002109,390611,3.903726
7/3/2021,12.8225,3039485,3749143958,390953,3.908298
7/4/2021,12.8575,3052995,3765808273,391751,3.918966
7/5/2021,12.9425,3085805,3806278751,393689,3.944874
7/6/2021,13.1025,3150845,3886504291,399551,3.993642
7/7/2021,13.1175,3157115,3894238210,400217,3.998214
7/8/2021,13.1625,3175925,3917439969,402215,4.01193
7/9/2021,13.22,3199960,3947086661,404768,4.029456
7/10/2021,13.265,3218770,3970288420,406766,4.043172
7/11/2021,13.2925,3230265,3984467272,407987,4.051554
7/12/2021,13.3325,3246985,4005091058,409763,4.063746
7/13/2021,13.38,3266840,4029581803,411872,4.078224
7/14/2021,13.415,3281470,4047627616,413426,4.088892
7/15/2021,13.434,3289412,4057423914,414269.6,4.0946832
7/16/2021,13.438,3291084,4059486292,414447.2,4.0959024
7/17/2021,13.44,3291920,4060517482,414536,4.096512
7/18/2021,13.46,3300280,4070829374,415424,4.102608
7/19/2021,13.462,3301116,4071860564,415512.8,4.1032176
7/20/2021,13.468,3303624,4074954132,415779.2,4.1050464
7/21/2021,13.47,3304460,4075985321,415868,4.105656
7/22/2021,13.478,3307804,4080110078,416223.2,4.1080944
7/23/2021,13.48,3308640,4081141267,416312,4.108704
7/24/2021,13.504,3318680,4093525406,417350.4,4.1160192
7/25/2021,13.52,3325400,4101814392,417952,4.120896
7/26/2021,13.53,3329600,4106995008,418328,4.123944
7/27/2021,13.544,3335480,4114247870,418854.4,4.1282112
7/28/2021,13.614,3364880,4150512182,421486.4,4.1495472
7/29/2021,13.66,3384200,4174343016,423216,4.163568
7/30/2021,13.68,3392600,4184704248,423968,4.169664
7/31/2021,13.694,3398480,4191957110,424494.4,4.1739312
8/1/2021,13.712,3406040,4201282219,425171.2,4.1794176
8/2/2021,13.722,3410240,4206462835,425547.2,4.1824656
8/3/2021,13.78,3434600,4236510408,427728,4.200144
8/4/2021,13.842,3460640,4268630227,430059.2,4.2190416
8/5/2021,13.872,3473240,4284172075,431187.2,4.2281856
8/6/2021,13.912,3490040,4304894539,432691.2,4.2403776
8/7/2021,13.974,3516080,4337014358,435022.4,4.2592752
8/8/2021,13.996,3525320,4348411714,435849.6,4.2659808
8/9/2021,14.014,3533384,4358358496,436221.2,4.2714672
8/10/2021,14.046,3547976,4376357436,436726.8,4.2812208
8/11/2021,14.094,3569864,4403355847,437485.2,4.2958512
8/12/2021,14.138,3589928,4428104389,438180.4,4.3092624
8/13/2021,14.176,3607256,4449478131,438780.8,4.3208448
8/14/2021,14.296,3661976,4516974156,440676.8,4.3574208
8/15/2021,14.354,3688424,4549597236,441593.2,4.3750992
8/16/2021,14.388,3703928,4568721109,442130.4,4.3854624
8/17/2021,14.414,3715784,4583345248,442541.2,4.3933872
8/18/2021,14.428,3722168,4591219785,442762.4,4.3976544
8/19/2021,14.436,3725816,4595719520,442888.8,4.4000928
8/20/2021,14.452,3733112,4604718990,443141.6,4.4049696
8/21/2021,14.454,3734024,4605843924,443173.2,4.4055792
8/22/2021,14.448,3731288,4602469122,443078.4,4.4037504
8/23/2021,14.476,3744056,4618218195,443520.8,4.4122848
8/24/2021,14.502,3755900,4632827532,443917.2,4.4202096
8/25/2021,14.488,3749528,4624967797,443710.4,4.4159424
8/26/2021,14.566,3784700,4668351756,444467.6,4.4397168
8/27/2021,14.618,3808100,4697215188,444914.8,4.4555664
8/28/2021,14.654,3824300,4717197564,445224.4,4.4665392
8/29/2021,14.666,3829700,4723858356,445327.6,4.4701968
8/30/2021,14.672,3832400,4727188752,445379.2,4.4720256
8/31/2021,14.678,3835100,4730519148,445430.8,4.4738544
9/1/2021,14.668,3830600,4724968488,445344.8,4.4708064
9/2/2021,14.696,3843200,4740510336,445585.6,4.4793408
9/3/2021,14.69,3840500,4737179940,445534,4.477512
9/4/2021,14.69,3840500,4737179940,445534,4.477512
9/5/2021,14.706,3847700,4746060996,445671.6,4.4823888
9/6/2021,14.71,3849500,4748281260,445706,4.483608
9/7/2021,14.722,3854900,4754942052,445809.2,4.4872656
9/8/2021,14.748,3866600,4769373768,446032.8,4.4951904
9/9/2021,14.802,3890900,4799347332,446497.2,4.5116496
9/10/2021,14.804,3891800,4800457464,446514.4,4.5122592
9/11/2021,14.836,3906200,4818219576,446789.6,4.5220128
9/12/2021,14.856,3915200,4829320896,446961.6,4.5281088
9/13/2021,14.876,3924200,4840422216,447133.6,4.5342048
9/14/2021,14.882,3926900,4843752612,447185.2,4.5360336
9/15/2021,14.898,3934100,4852633668,447322.8,4.5409104
9/16/2021,14.944,3954800,4878166704,447718.4,4.5549312
9/17/2021,14.984,3972800,4900369344,448062.4,4.5671232
9/18/2021,15.034,3994960,4927703261,448336,4.5823632
9/19/2021,15.042,3998480,4932045110,448368,4.5848016
9/20/2021,15.056,4004640,4939643347,448424,4.5890688
9/21/2021,15.102,4024880,4964608982,448608,4.6030896
9/22/2021,15.184,4060960,5009112941,448936,4.6280832
9/23/2021,15.246,4088240,5042762275,449184,4.6469808
9/24/2021,15.312,4117280,5078582534,449448,4.6670976
