date,Data_x,Data_y,Data_x,Data_y,Data,Mean_OP,OP
7/15/2020,0.054428571,0.06,0.0605,0.044428571,0.0565,0.055171429,55.17142857
7/16/2020,0.053357143,0.060571429,0.061285714,0.045357143,0.057428571,0.0556,55.6
7/17/2020,0.052285714,0.061142857,0.062071429,0.046285714,0.058357143,0.056028571,56.02857143
7/18/2020,0.051214286,0.061714286,0.062857143,0.047214286,0.059285714,0.056457143,56.45714286
7/19/2020,0.050142857,0.062285714,0.063642857,0.048142857,0.060214286,0.056885714,56.88571429
7/20/2020,0.049071429,0.062857143,0.064428571,0.049071429,0.061142857,0.057314286,57.31428571
7/21/2020,0.048,0.063428571,0.065214286,0.05,0.062071429,0.057742857,57.74285714
7/22/2020,0.045357143,0.064,0.066,0.050857143,0.063,0.057842857,57.84285714
7/23/2020,0.042714286,0.064,0.066071429,0.051714286,0.0625,0.0574,57.4
7/24/2020,0.040071429,0.064,0.066142857,0.052571429,0.062,0.056957143,56.95714286
7/25/2020,0.037428571,0.064,0.066214286,0.053428571,0.0615,0.056514286,56.51428571
7/26/2020,0.034785714,0.064,0.066285714,0.054285714,0.061,0.056071429,56.07142857
7/27/2020,0.032142857,0.064,0.066357143,0.055142857,0.0605,0.055628571,55.62857143
7/28/2020,0.0295,0.064,0.066428571,0.056,0.06,0.055185714,55.18571429
7/29/2020,0.026857143,0.064,0.0665,0.056857143,0.0595,0.054742857,54.74285714
7/30/2020,0.024214286,0.064,0.066571429,0.057714286,0.059,0.0543,54.3
7/31/2020,0.021571429,0.064,0.066642857,0.058571429,0.0585,0.053857143,53.85714286
8/1/2020,0.018928571,0.064,0.066714286,0.059428571,0.058,0.053414286,53.41428571
8/2/2020,0.016285714,0.064,0.066785714,0.060285714,0.0575,0.052971429,52.97142857
8/3/2020,0.013642857,0.064,0.066857143,0.061142857,0.057,0.052528571,52.52857143
8/4/2020,0.011,0.064,0.066928571,0.062,0.0565,0.052085714,52.08571429
