date,RAD,RAD_Watt
5/24/2014,0.2825,282.5
5/25/2014,0.252,252
5/26/2014,0.2335,233.5
5/27/2014,0.22,220
5/28/2014,0.265,265
5/29/2014,0.2415,241.5
5/30/2014,0.2385,238.5
5/31/2014,0.227,227
6/1/2014,0.2235,223.5
6/2/2014,0.135,135
6/3/2014,0.1805,180.5
6/4/2014,0.2685,268.5
6/5/2014,0.287,287
6/6/2014,0.292,292
6/7/2014,0.1915,191.5
6/8/2014,0.2745,274.5
6/9/2014,0.284,284
6/10/2014,0.171,171
6/11/2014,0.174,174
6/12/2014,0.177,177
6/13/2014,0.216,216
6/14/2014,0.185,185
6/15/2014,0.188,188
6/16/2014,0.161,161
6/17/2014,0.173,173
6/18/2014,0.1045,104.5
6/19/2014,0.1765,176.5
6/20/2014,0.227,227
6/21/2014,0.2635,263.5
6/22/2014,0.1915,191.5
6/23/2014,0.1775,177.5
6/24/2014,0.158,158
6/25/2014,0.21,210
6/26/2014,0.1465,146.5
6/27/2014,0.1645,164.5
6/28/2014,0.1605,160.5
6/29/2014,0.161,161
6/30/2014,0.1645,164.5
7/1/2014,0.14,140
7/2/2014,0.152,152
7/3/2014,0.196,196
7/4/2014,0.1205,120.5
7/5/2014,0.143,143
7/6/2014,0.1065,106.5
7/7/2014,0.1095,109.5
7/8/2014,0.176,176
7/9/2014,0.134,134
7/10/2014,0.1155,115.5
7/11/2014,0.132,132
7/12/2014,0.1065,106.5
7/13/2014,0.147,147
7/14/2014,0.2105,210.5
7/15/2014,0.0795,79.5
7/16/2014,0.072,72
7/17/2014,0.092,92
7/18/2014,0.2055,205.5
7/19/2014,0.143,143
7/20/2014,0.175,175
7/21/2014,0.1565,156.5
7/22/2014,0.125,125
7/23/2014,0.099,99
7/24/2014,0.205,205
7/25/2014,0.2205,220.5
7/26/2014,0.1235,123.5
7/27/2014,0.2325,232.5
7/28/2014,0.164,164
7/29/2014,0.082,82
7/30/2014,0.175,175
7/31/2014,0.0925,92.5
8/1/2014,0.248,248
8/2/2014,0.2055,205.5
8/3/2014,0.1845,184.5
8/4/2014,0.091,91
8/5/2014,0.109,109
8/6/2014,0.2335,233.5
8/7/2014,0.161,161
8/8/2014,0.256,256
8/9/2014,0.244,244
8/10/2014,0.173,173
8/11/2014,0.236,236
8/12/2014,0.168,168
8/13/2014,0.151,151
8/14/2014,0.114,114
8/15/2014,0.084,84
8/16/2014,0.159,159
8/17/2014,0.193,193
8/18/2014,0.146,146
8/19/2014,0.229,229
8/20/2014,0.2055,205.5
8/21/2014,0.2485,248.5
8/22/2014,0.2165,216.5
8/23/2014,0.213,213
8/24/2014,0.2155,215.5
8/25/2014,0.236,236
8/26/2014,0.263,263
8/27/2014,0.161,161
8/28/2014,0.16,160
8/29/2014,0.215,215
8/30/2014,0.123,123
8/31/2014,0.1715,171.5
9/1/2014,0.188,188
9/2/2014,0.1835,183.5
9/3/2014,0.143,143
9/4/2014,0.1355,135.5
9/5/2014,0.1585,158.5
9/6/2014,0.1285,128.5
9/7/2014,0.0735,73.5
9/8/2014,0.188,188
9/9/2014,0.2135,213.5
9/10/2014,0.19,190
9/11/2014,0.132,132
9/12/2014,0.135,135
9/13/2014,0.0895,89.5
9/14/2014,0.18,180
9/15/2014,0.197,197
9/16/2014,0.174,174
9/17/2014,0.084,84
9/18/2014,0.208,208
9/19/2014,0.089,89
9/20/2014,0.059,59
9/21/2014,0.0925,92.5
9/22/2014,0.0945,94.5
9/23/2014,0.081,81
9/24/2014,0.138,138
9/25/2014,0.091,91
9/26/2014,0.108,108
9/27/2014,0.097,97
9/28/2014,0.141,141
9/29/2014,0.1495,149.5
9/30/2014,0.092,92
10/1/2014,0.106,106
10/2/2014,0.155,155
10/3/2014,0.154,154
10/4/2014,0.1345,134.5
10/5/2014,0.2025,202.5
10/6/2014,0.1665,166.5
10/7/2014,0.0865,86.5
10/8/2014,0.127,127
10/9/2014,0.209,209
10/10/2014,0.1805,180.5
10/11/2014,0.1865,186.5
10/12/2014,0.1735,173.5
10/13/2014,0.1435,143.5
10/14/2014,0.1425,142.5
10/15/2014,0.119,119
10/16/2014,0.189,189
10/17/2014,0.2025,202.5
10/18/2014,0.222,222
10/19/2014,0.175,175
10/20/2014,0.156,156
10/21/2014,0.044,44
10/22/2014,0.1015,101.5
10/23/2014,0.0555,55.5
10/24/2014,0.1875,187.5
10/25/2014,0.1495,149.5
10/26/2014,0.1855,185.5
10/27/2014,0.1585,158.5
10/28/2014,0.1495,149.5
10/29/2014,0.1695,169.5
10/30/2014,0.149,149
10/31/2014,0.1465,146.5
11/1/2014,0.1615,161.5
11/2/2014,0.1895,189.5
11/3/2014,0.1365,136.5
11/4/2014,0.1075,107.5
11/5/2014,0.16,160
11/6/2014,0.1085,108.5
11/7/2014,0.1085,108.5
11/8/2014,0.107,107
11/9/2014,0.0135,13.5
11/10/2014,0.0855,85.5
11/11/2014,0.156,156
11/12/2014,0.1055,105.5
11/13/2014,0.1135,113.5
11/14/2014,0.113,113
11/15/2014,0.083,83
11/16/2014,0.096,96
11/17/2014,0.089,89
11/18/2014,0.016,16
11/19/2014,0.06,60
11/20/2014,0.131,131
11/21/2014,0.041,41
11/22/2014,0.0515,51.5
11/23/2014,0.0945,94.5
11/24/2014,0.075,75
11/25/2014,0.0945,94.5
11/26/2014,0.013,13
11/27/2014,0.1265,126.5
11/28/2014,0.1815,181.5
11/29/2014,0.105,105
11/30/2014,0.1065,106.5
12/1/2014,0.0885,88.5
12/2/2014,0.0835,83.5
12/3/2014,0.076,76
12/4/2014,0.0585,58.5
12/5/2014,0.096,96
12/6/2014,0.1315,131.5
12/7/2014,0.022,22
12/8/2014,0.093,93
12/9/2014,0.032,32
12/10/2014,0.074,74
12/11/2014,0.1205,120.5
12/12/2014,0.065,65
12/13/2014,0.1015,101.5
12/14/2014,0.1175,117.5
12/15/2014,0.1095,109.5
12/16/2014,0.14,140
12/17/2014,0.1125,112.5
12/18/2014,0.094,94
12/19/2014,0.0915,91.5
12/20/2014,0.0985,98.5
12/21/2014,0.086,86
12/22/2014,0.1145,114.5
12/23/2014,0.0585,58.5
12/24/2014,0.0535,53.5
12/25/2014,0.021,21
12/26/2014,0.0305,30.5
12/27/2014,0.049,49
12/28/2014,0.0705,70.5
12/29/2014,0.081,81
12/30/2014,0.126,126
12/31/2014,0.0225,22.5
1/1/2015,0.0645,64.5
1/2/2015,0.0575,57.5
1/3/2015,0.103,103
1/4/2015,0.077,77
1/5/2015,0.0565,56.5
1/6/2015,0.063,63
1/7/2015,0.065,65
1/8/2015,0.1,100
1/9/2015,0.076,76
1/10/2015,0.1165,116.5
1/11/2015,0.0585,58.5
1/12/2015,0.029,29
1/13/2015,0.0865,86.5
1/14/2015,0.0455,45.5
1/15/2015,0.062,62
1/16/2015,0.098,98
1/17/2015,0.122,122
1/18/2015,0.1105,110.5
1/19/2015,0.1245,124.5
1/20/2015,0.029,29
1/21/2015,0.1395,139.5
1/22/2015,0.143,143
1/23/2015,0.114,114
1/24/2015,0.052,52
1/25/2015,0.147,147
1/26/2015,0.07,70
1/27/2015,0.155,155
1/28/2015,0.188,188
1/29/2015,0.195,195
1/30/2015,0.189,189
1/31/2015,0.191,191
2/1/2015,0.178,178
2/2/2015,0.119,119
2/3/2015,0.1915,191.5
2/4/2015,0.1515,151.5
2/5/2015,0.0595,59.5
2/6/2015,0.207,207
2/7/2015,0.2,200
2/8/2015,0.1865,186.5
2/9/2015,0.0835,83.5
2/10/2015,0.143,143
2/11/2015,0.228,228
2/12/2015,0.222,222
2/13/2015,0.212,212
2/14/2015,0.209,209
2/15/2015,0.224,224
2/16/2015,0.174,174
2/17/2015,0.081,81
2/18/2015,0.19,190
2/19/2015,0.217,217
2/20/2015,0.238,238
2/21/2015,0.074,74
2/22/2015,0.1885,188.5
2/23/2015,0.1555,155.5
2/24/2015,0.094,94
2/25/2015,0.1355,135.5
2/26/2015,0.0635,63.5
2/27/2015,0.0185,18.5
2/28/2015,0.0615,61.5
3/1/2015,0.2185,218.5
3/2/2015,0.1565,156.5
3/3/2015,0.2,200
3/4/2015,0.161,161
3/5/2015,0.172,172
3/6/2015,0.1435,143.5
3/7/2015,0.132,132
3/8/2015,0.062,62
3/9/2015,0.1735,173.5
3/10/2015,0.218,218
3/11/2015,0.131,131
3/12/2015,0.2345,234.5
3/13/2015,0.147,147
3/14/2015,0.236,236
3/15/2015,0.2245,224.5
3/16/2015,0.2345,234.5
3/17/2015,0.2265,226.5
3/18/2015,0.2095,209.5
3/19/2015,0.205,205
3/20/2015,0.207,207
3/21/2015,0.2205,220.5
3/22/2015,0.2045,204.5
3/23/2015,0.113,113
3/24/2015,0.149,149
3/25/2015,0.1535,153.5
3/26/2015,0.1515,151.5
3/27/2015,0.098,98
3/28/2015,0.207,207
3/29/2015,0.2925,292.5
3/30/2015,0.272,272
3/31/2015,0.262,262
4/1/2015,0.298,298
4/2/2015,0.245,245
4/3/2015,0.293,293
4/4/2015,0.291,291
4/5/2015,0.278,278
4/6/2015,0.268,268
4/7/2015,0.22,220
4/8/2015,0.268,268
4/9/2015,0.273,273
4/10/2015,0.254,254
4/11/2015,0.243,243
4/12/2015,0.207,207
4/13/2015,0.199,199
4/14/2015,0.271,271
4/15/2015,0.2815,281.5
4/16/2015,0.244,244
4/17/2015,0.248,248
4/18/2015,0.264,264
4/19/2015,0.268,268
4/20/2015,0.2215,221.5
4/21/2015,0.12,120
4/22/2015,0.223,223
4/23/2015,0.129,129
4/24/2015,0.271,271
4/25/2015,0.2415,241.5
4/26/2015,0.272,272
4/27/2015,0.261,261
4/28/2015,0.0895,89.5
4/29/2015,0.2125,212.5
4/30/2015,0.1375,137.5
5/1/2015,0.3075,307.5
5/2/2015,0.2875,287.5
5/3/2015,0.2805,280.5
5/4/2015,0.2545,254.5
5/5/2015,0.1235,123.5
5/6/2015,0.274,274
5/7/2015,0.2945,294.5
5/8/2015,0.3165,316.5
5/9/2015,0.3095,309.5
5/10/2015,0.2735,273.5
5/11/2015,0.2945,294.5
5/12/2015,0.2595,259.5
5/13/2015,0.273,273
5/14/2015,0.3125,312.5
5/15/2015,0.309,309
5/16/2015,0.1675,167.5
5/17/2015,0.252,252
5/18/2015,0.265,265
5/19/2015,0.27,270
5/20/2015,0.3295,329.5
5/21/2015,0.274,274
5/22/2015,0.286,286
5/23/2015,0.208,208
5/24/2015,0.3165,316.5
5/25/2015,0.315,315
5/26/2015,0.306,306
5/27/2015,0.3035,303.5
5/28/2015,0.3205,320.5
5/29/2015,0.187,187
5/30/2015,0.3015,301.5
5/31/2015,0.332,332
6/1/2015,0.2985,298.5
6/2/2015,0.13,130
6/3/2015,0.221,221
6/4/2015,0.299,299
6/5/2015,0.206,206
6/6/2015,0.1925,192.5
6/7/2015,0.3055,305.5
6/8/2015,0.3275,327.5
6/9/2015,0.2285,228.5
6/10/2015,0.2005,200.5
6/11/2015,0.2435,243.5
6/12/2015,0.1655,165.5
6/13/2015,0.2275,227.5
6/14/2015,0.214,214
6/15/2015,0.233,233
6/16/2015,0.2415,241.5
6/17/2015,0.3215,321.5
6/18/2015,0.314,314
6/19/2015,0.3055,305.5
6/20/2015,0.313,313
6/21/2015,0.3195,319.5
6/22/2015,0.304,304
6/23/2015,0.239,239
6/24/2015,0.262,262
6/25/2015,0.2585,258.5
6/26/2015,0.241,241
6/27/2015,0.234,234
6/28/2015,0.319,319
6/29/2015,0.1755,175.5
6/30/2015,0.26,260
7/1/2015,0.2165,216.5
7/2/2015,0.209,209
7/3/2015,0.1805,180.5
7/4/2015,0.1835,183.5
7/5/2015,0.271,271
7/6/2015,0.1935,193.5
7/7/2015,0.1395,139.5
7/8/2015,0.265,265
7/9/2015,0.2785,278.5
7/10/2015,0.233,233
7/11/2015,0.249,249
7/12/2015,0.2575,257.5
7/13/2015,0.2505,250.5
7/14/2015,0.2095,209.5
7/15/2015,0.181,181
7/16/2015,0.1155,115.5
7/17/2015,0.223,223
7/18/2015,0.2015,201.5
7/19/2015,0.2725,272.5
7/20/2015,0.2715,271.5
7/21/2015,0.286,286
7/22/2015,0.1655,165.5
7/23/2015,0.1945,194.5
7/24/2015,0.089,89
7/25/2015,0.1265,126.5
7/26/2015,0.2095,209.5
7/27/2015,0.1925,192.5
7/28/2015,0.211,211
7/29/2015,0.0615,61.5
7/30/2015,0.149,149
7/31/2015,0.1565,156.5
8/1/2015,0.1695,169.5
8/2/2015,0.1075,107.5
8/3/2015,0.1695,169.5
8/4/2015,0.272,272
8/5/2015,0.2235,223.5
8/6/2015,0.2945,294.5
8/7/2015,0.3025,302.5
8/8/2015,0.189,189
8/9/2015,0.238,238
8/10/2015,0.278,278
8/11/2015,0.273,273
8/12/2015,0.2465,246.5
8/13/2015,0.2495,249.5
8/14/2015,0.193,193
8/15/2015,0.189,189
8/16/2015,0.2215,221.5
8/17/2015,0.2185,218.5
8/18/2015,0.2275,227.5
8/19/2015,0.2085,208.5
8/20/2015,0.285,285
8/21/2015,0.189,189
8/22/2015,0.2655,265.5
8/23/2015,0.254,254
8/24/2015,0.2645,264.5
8/25/2015,0.224,224
8/26/2015,0.196,196
8/27/2015,0.1425,142.5
8/28/2015,0.204,204
8/29/2015,0.158,158
8/30/2015,0.0775,77.5
8/31/2015,0.2165,216.5
9/1/2015,0.279,279
9/2/2015,0.251,251
9/3/2015,0.249,249
9/4/2015,0.224,224
9/5/2015,0.2225,222.5
9/6/2015,0.241,241
9/7/2015,0.1225,122.5
9/8/2015,0.147,147
9/9/2015,0.222,222
9/10/2015,0.184,184
9/11/2015,0.1675,167.5
9/12/2015,0.171,171
9/13/2015,0.183,183
9/14/2015,0.23,230
9/15/2015,0.1055,105.5
9/16/2015,0.129,129
9/17/2015,0.1585,158.5
9/18/2015,0.124,124
9/19/2015,0.2625,262.5
9/20/2015,0.229,229
9/21/2015,0.2425,242.5
9/22/2015,0.206,206
9/23/2015,0.218,218
9/24/2015,0.1295,129.5
9/25/2015,0.2095,209.5
9/26/2015,0.1885,188.5
9/27/2015,0.155,155
9/28/2015,0.1715,171.5
9/29/2015,0.0785,78.5
9/30/2015,0.2265,226.5
10/1/2015,0.229,229
10/2/2015,0.2025,202.5
10/3/2015,0.1595,159.5
10/4/2015,0.1385,138.5
10/5/2015,0.1175,117.5
10/6/2015,0.134,134
10/7/2015,0.1725,172.5
10/8/2015,0.1835,183.5
10/9/2015,0.174,174
10/10/2015,0.1395,139.5
10/11/2015,0.121,121
10/12/2015,0.1485,148.5
10/13/2015,0.127,127
10/14/2015,0.1205,120.5
10/15/2015,0.157,157
10/16/2015,0.089,89
10/17/2015,0.172,172
10/18/2015,0.0755,75.5
10/19/2015,0.157,157
10/20/2015,0.205,205
10/21/2015,0.1195,119.5
10/22/2015,0.118,118
10/23/2015,0.198,198
10/24/2015,0.1665,166.5
10/25/2015,0.1305,130.5
10/26/2015,0.1245,124.5
10/27/2015,0.053,53
10/28/2015,0.0675,67.5
10/29/2015,0.1435,143.5
10/30/2015,0.1995,199.5
10/31/2015,0.156,156
11/1/2015,0.184,184
11/2/2015,0.1585,158.5
11/3/2015,0.142,142
11/4/2015,0.1435,143.5
11/5/2015,0.1495,149.5
11/6/2015,0.1385,138.5
11/7/2015,0.147,147
11/8/2015,0.1205,120.5
11/9/2015,0.132,132
11/10/2015,0.117,117
11/11/2015,0.12,120
11/12/2015,0.134,134
11/13/2015,0.1465,146.5
11/14/2015,0.108,108
11/15/2015,0.062,62
11/16/2015,0.149,149
11/17/2015,0.146,146
11/18/2015,0.13,130
11/19/2015,0.0835,83.5
11/20/2015,0.16,160
11/21/2015,0.106,106
11/22/2015,0.092,92
11/23/2015,0.188,188
11/24/2015,0.13,130
11/25/2015,0.098,98
11/26/2015,0.128,128
11/27/2015,0.142,142
11/28/2015,0.157,157
11/29/2015,0.156,156
11/30/2015,0.14,140
12/1/2015,0.132,132
12/2/2015,0.089,89
12/3/2015,0.0185,18.5
12/4/2015,0.028,28
12/5/2015,0.064,64
12/6/2015,0.0605,60.5
12/7/2015,0.027,27
12/8/2015,0.039,39
12/9/2015,0.0575,57.5
12/10/2015,0.062,62
12/11/2015,0.1185,118.5
12/12/2015,0.037,37
12/13/2015,0.067,67
12/14/2015,0.074,74
12/15/2015,0.116,116
12/16/2015,0.1055,105.5
12/17/2015,0.1115,111.5
12/18/2015,0.0235,23.5
12/19/2015,0.0945,94.5
12/20/2015,0.0885,88.5
12/21/2015,0.0745,74.5
12/22/2015,0.0895,89.5
12/23/2015,0.0655,65.5
12/24/2015,0.0635,63.5
12/25/2015,0.1075,107.5
12/26/2015,0.0625,62.5
12/27/2015,0.091,91
12/28/2015,0.061,61
12/29/2015,0.0915,91.5
12/30/2015,0.07,70
12/31/2015,0.114,114
1/1/2016,0.0875,87.5
1/2/2016,0.0895,89.5
1/3/2016,0.043,43
1/4/2016,0.121,121
1/5/2016,0.081,81
1/6/2016,0.035,35
1/7/2016,0.042,42
1/8/2016,0.032,32
1/9/2016,0.066,66
1/10/2016,0.03,30
1/11/2016,0.128,128
1/12/2016,0.077,77
1/13/2016,0.089,89
1/14/2016,0.019,19
1/15/2016,0.017,17
1/16/2016,0.156,156
1/17/2016,0.052,52
1/18/2016,0.089,89
1/19/2016,0.101,101
1/20/2016,0.104,104
1/21/2016,0.087,87
1/22/2016,0.0085,8.5
1/23/2016,0.153,153
1/24/2016,0.186,186
1/25/2016,0.0645,64.5
1/26/2016,0.105,105
1/27/2016,0.015,15
1/28/2016,0.034,34
1/29/2016,0.103,103
1/30/2016,0.095,95
1/31/2016,0.068,68
2/1/2016,0.131,131
2/2/2016,0.144,144
2/3/2016,0.157,157
2/4/2016,0.125,125
2/5/2016,0.093,93
2/6/2016,0.061,61
2/7/2016,0.1175,117.5
2/8/2016,0.174,174
2/9/2016,0.142,142
2/10/2016,0.11,110
2/11/2016,0.102,102
2/12/2016,0.094,94
2/13/2016,0.086,86
2/14/2016,0.078,78
2/15/2016,0.07,70
2/16/2016,0.108,108
2/17/2016,0.109833333,109.833333
2/18/2016,0.111666667,111.666667
2/19/2016,0.1135,113.5
2/20/2016,0.1425,142.5
2/21/2016,0.065,65
2/22/2016,0.18,180
2/23/2016,0.065,65
2/24/2016,0.082,82
2/25/2016,0.099,99
2/26/2016,0.116,116
2/27/2016,0.133,133
2/28/2016,0.15,150
2/29/2016,0.15325,153.25
3/1/2016,0.1565,156.5
3/2/2016,0.15975,159.75
3/3/2016,0.163,163
3/4/2016,0.17875,178.75
3/5/2016,0.1945,194.5
3/6/2016,0.21025,210.25
3/7/2016,0.226,226
3/8/2016,0.109,109
3/9/2016,0.178,178
3/10/2016,0.203,203
3/11/2016,0.228,228
3/12/2016,0.226875,226.875
3/13/2016,0.22575,225.75
3/14/2016,0.224625,224.625
3/15/2016,0.2235,223.5
3/16/2016,0.143,143
3/17/2016,0.212,212
3/18/2016,0.123,123
3/19/2016,0.1394,139.4
3/20/2016,0.1558,155.8
3/21/2016,0.1722,172.2
3/22/2016,0.1886,188.6
3/23/2016,0.205,205
3/24/2016,0.16625,166.25
3/25/2016,0.1275,127.5
3/26/2016,0.1765,176.5
3/27/2016,0.1365,136.5
3/28/2016,0.097,97
3/29/2016,0.141,141
3/30/2016,0.185,185
3/31/2016,0.229,229
4/1/2016,0.215,215
4/2/2016,0.125,125
4/3/2016,0.163,163
4/4/2016,0.1495,149.5
4/5/2016,0.2345,234.5
4/6/2016,0.216,216
4/7/2016,0.238,238
4/8/2016,0.254,254
4/9/2016,0.274,274
4/10/2016,0.247,247
4/11/2016,0.225,225
4/12/2016,0.256,256
4/13/2016,0.24,240
4/14/2016,0.23,230
4/15/2016,0.189,189
4/16/2016,0.231,231
4/17/2016,0.2455,245.5
4/18/2016,0.2595,259.5
4/19/2016,0.234,234
4/20/2016,0.232,232
4/21/2016,0.2525,252.5
4/22/2016,0.2095,209.5
4/23/2016,0.2625,262.5
4/24/2016,0.272,272
4/25/2016,0.2605,260.5
4/26/2016,0.2715,271.5
4/27/2016,0.2735,273.5
4/28/2016,0.2645,264.5
4/29/2016,0.2575,257.5
4/30/2016,0.2175,217.5
5/1/2016,0.27,270
5/2/2016,0.212,212
5/3/2016,0.2325,232.5
5/4/2016,0.041,41
5/5/2016,0.276,276
5/6/2016,0.284,284
5/7/2016,0.291,291
5/8/2016,0.2865,286.5
5/9/2016,0.2825,282.5
5/10/2016,0.239,239
5/11/2016,0.2015,201.5
5/12/2016,0.19,190
5/13/2016,0.2605,260.5
5/14/2016,0.273,273
5/15/2016,0.28,280
5/16/2016,0.241,241
5/17/2016,0.1105,110.5
5/18/2016,0.2015,201.5
5/19/2016,0.2055,205.5
5/20/2016,0.2245,224.5
5/21/2016,0.1955,195.5
5/22/2016,0.2635,263.5
5/23/2016,0.1975,197.5
5/24/2016,0.2625,262.5
5/25/2016,0.2735,273.5
5/26/2016,0.2405,240.5
5/27/2016,0.275,275
5/28/2016,0.282,282
5/29/2016,0.277,277
5/30/2016,0.2765,276.5
5/31/2016,0.302,302
6/1/2016,0.292,292
6/2/2016,0.305,305
6/3/2016,0.265,265
6/4/2016,0.2375,237.5
6/5/2016,0.197,197
6/6/2016,0.1175,117.5
6/7/2016,0.262,262
6/8/2016,0.0725,72.5
6/9/2016,0.073,73
6/10/2016,0.1165,116.5
6/11/2016,0.227,227
6/12/2016,0.2675,267.5
6/13/2016,0.3035,303.5
6/14/2016,0.2995,299.5
6/15/2016,0.308,308
6/16/2016,0.196,196
6/17/2016,0.1235,123.5
6/18/2016,0.2215,221.5
6/19/2016,0.2125,212.5
6/20/2016,0.256,256
6/21/2016,0.268,268
6/22/2016,0.2735,273.5
6/23/2016,0.2555,255.5
6/24/2016,0.2385,238.5
6/25/2016,0.303,303
6/26/2016,0.237,237
6/27/2016,0.255,255
6/28/2016,0.302,302
6/29/2016,0.2975,297.5
6/30/2016,0.226,226
7/1/2016,0.207,207
7/2/2016,0.2665,266.5
7/3/2016,0.248,248
7/4/2016,0.226,226
7/5/2016,0.256,256
7/6/2016,0.2565,256.5
7/7/2016,0.241,241
7/8/2016,0.2535,253.5
7/9/2016,0.251,251
7/10/2016,0.2155,215.5
7/11/2016,0.217,217
7/12/2016,0.1715,171.5
7/13/2016,0.123,123
7/14/2016,0.245,245
7/15/2016,0.14,140
7/16/2016,0.1465,146.5
7/17/2016,0.212,212
7/18/2016,0.1845,184.5
7/19/2016,0.21,210
7/20/2016,0.1945,194.5
7/21/2016,0.1465,146.5
7/22/2016,0.1775,177.5
7/23/2016,0.239,239
7/24/2016,0.149,149
7/25/2016,0.2515,251.5
7/26/2016,0.2185,218.5
7/27/2016,0.2265,226.5
7/28/2016,0.2765,276.5
7/29/2016,0.231,231
7/30/2016,0.259,259
7/31/2016,0.214,214
8/1/2016,0.264,264
8/2/2016,0.155,155
8/3/2016,0.127,127
8/4/2016,0.1565,156.5
8/5/2016,0.227,227
8/6/2016,0.162,162
8/7/2016,0.1465,146.5
8/8/2016,0.052,52
8/9/2016,0.057,57
8/10/2016,0.1775,177.5
8/11/2016,0.184,184
8/12/2016,0.148,148
8/13/2016,0.148,148
8/14/2016,0.136,136
8/15/2016,0.2215,221.5
8/16/2016,0.167,167
8/17/2016,0.214,214
8/18/2016,0.1695,169.5
8/19/2016,0.2725,272.5
8/20/2016,0.2375,237.5
8/21/2016,0.1875,187.5
8/22/2016,0.2255,225.5
8/23/2016,0.275,275
8/24/2016,0.1345,134.5
8/25/2016,0.146,146
8/26/2016,0.219,219
8/27/2016,0.115,115
8/28/2016,0.213,213
8/29/2016,0.184,184
8/30/2016,0.1245,124.5
8/31/2016,0.0875,87.5
9/1/2016,0.1375,137.5
9/2/2016,0.136,136
9/3/2016,0.18,180
9/4/2016,0.216,216
9/5/2016,0.147,147
9/6/2016,0.1755,175.5
9/7/2016,0.1105,110.5
9/8/2016,0.1835,183.5
9/9/2016,0.232,232
9/10/2016,0.179,179
9/11/2016,0.162,162
9/12/2016,0.17,170
9/13/2016,0.0965,96.5
9/14/2016,0.1905,190.5
9/15/2016,0.2465,246.5
9/16/2016,0.208,208
9/17/2016,0.151,151
9/18/2016,0.1405,140.5
9/19/2016,0.114,114
9/20/2016,0.145,145
9/21/2016,0.2185,218.5
9/22/2016,0.213,213
9/23/2016,0.1765,176.5
9/24/2016,0.2195,219.5
9/25/2016,0.2185,218.5
9/26/2016,0.1595,159.5
9/27/2016,0.1415,141.5
9/28/2016,0.154,154
9/29/2016,0.099,99
9/30/2016,0.17,170
10/1/2016,0.174,174
10/2/2016,0.142,142
10/3/2016,0.0945,94.5
10/4/2016,0.1615,161.5
10/5/2016,0.1725,172.5
10/6/2016,0.112,112
10/7/2016,0.1265,126.5
10/8/2016,0.1705,170.5
10/9/2016,0.229,229
10/10/2016,0.173,173
10/11/2016,0.131,131
10/12/2016,0.178,178
10/13/2016,0.199,199
10/14/2016,0.227,227
10/15/2016,0.185,185
10/16/2016,0.149,149
10/17/2016,0.226,226
10/18/2016,0.206,206
10/19/2016,0.229,229
10/20/2016,0.162,162
10/21/2016,0.171,171
10/22/2016,0.236,236
10/23/2016,0.226,226
10/24/2016,0.212,212
10/25/2016,0.203,203
10/26/2016,0.157,157
10/27/2016,0.121,121
10/28/2016,0.108,108
10/29/2016,0.089,89
10/30/2016,0.096,96
10/31/2016,0.209,209
11/1/2016,0.209,209
11/2/2016,0.099,99
11/3/2016,0.088,88
11/4/2016,0.203,203
11/5/2016,0.193,193
11/6/2016,0.137,137
11/7/2016,0.171,171
11/8/2016,0.168,168
11/9/2016,0.182,182
11/10/2016,0.172,172
11/11/2016,0.122,122
11/12/2016,0.167,167
11/13/2016,0.082,82
11/14/2016,0.089,89
11/15/2016,0.045,45
11/16/2016,0.075,75
11/17/2016,0.128,128
11/18/2016,0.082,82
11/19/2016,0.039,39
11/20/2016,0.179,179
11/21/2016,0.119,119
11/22/2016,0.0955,95.5
11/23/2016,0.0665,66.5
11/24/2016,0.0605,60.5
11/25/2016,0.041,41
11/26/2016,0.042714286,42.714286
11/27/2016,0.044428571,44.428571
11/28/2016,0.046142857,46.142857
11/29/2016,0.047857143,47.857143
11/30/2016,0.049571429,49.571429
12/1/2016,0.051285714,51.285714
12/2/2016,0.053,53
12/3/2016,0.094,94
12/4/2016,0.049,49
12/5/2016,0.062,62
12/6/2016,0.078,78
12/7/2016,0.117,117
12/8/2016,0.032,32
12/9/2016,0.047,47
12/10/2016,0.048,48
12/11/2016,0.061,61
12/12/2016,0.105,105
12/13/2016,0.096,96
12/14/2016,0.0825,82.5
12/15/2016,0.0695,69.5
12/16/2016,0.046,46
12/17/2016,0.0815,81.5
12/18/2016,0.0725,72.5
12/19/2016,0.073,73
12/20/2016,0.069,69
12/21/2016,0.026,26
12/22/2016,0.0915,91.5
12/23/2016,0.116,116
12/24/2016,0.054,54
12/25/2016,0.069,69
12/26/2016,0.084,84
12/27/2016,0.065,65
12/28/2016,0.128,128
12/29/2016,0.093,93
12/30/2016,0.112,112
12/31/2016,0.131,131
1/1/2017,0.117,117
1/2/2017,0.099,99
1/3/2017,0.096,96
1/4/2017,0.094,94
1/5/2017,0.141,141
1/6/2017,0.148,148
1/7/2017,0.033,33
1/8/2017,0.1745,174.5
1/9/2017,0.17,170
1/10/2017,0.1035,103.5
1/11/2017,0.1325,132.5
1/12/2017,0.155,155
1/13/2017,0.1,100
1/14/2017,0.0645,64.5
1/15/2017,0.093,93
1/16/2017,0.035,35
1/17/2017,0.063,63
1/18/2017,0.091,91
1/19/2017,0.0995,99.5
1/20/2017,0.108,108
1/21/2017,0.1165,116.5
1/22/2017,0.125,125
1/23/2017,0.131,131
1/24/2017,0.126,126
1/25/2017,0.121,121
1/26/2017,0.142,142
1/27/2017,0.064,64
1/28/2017,0.156,156
1/29/2017,0.026,26
