,Date,Netflows_acft
805,2010-03-14,17804.57009
806,2010-03-15,15568.70946
807,2010-03-16,15462.63191
808,2010-03-17,14355.045559999999
809,2010-03-18,12539.58783
810,2010-03-19,11848.794090000001
811,2010-03-20,11300.01934
812,2010-03-21,10149.4702
813,2010-03-22,12062.97221
814,2010-03-23,9149.587715000001
815,2010-03-24,7145.201542
816,2010-03-25,8541.982425
817,2010-03-26,10628.54479
818,2010-03-27,11971.71178
819,2010-03-28,14600.58299
820,2010-03-29,32011.19022
821,2010-03-30,26788.277990000002
822,2010-03-31,22569.94875
823,2010-04-01,21764.92547
824,2010-04-02,20006.59244
825,2010-04-03,18204.32499
826,2010-04-04,17556.09735
827,2010-04-05,16849.53475
828,2010-04-06,15983.79674
829,2010-04-07,12505.27328
830,2010-04-08,12898.105459999999
831,2010-04-09,12042.50276
832,2010-04-10,10796.74588
833,2010-04-11,9944.832636
834,2010-04-12,10303.46917
835,2010-04-13,9102.817049
836,2010-04-14,7526.906465000001
837,2010-04-15,7380.34565
838,2010-04-16,6719.6417200000005
839,2010-04-17,6567.308999
840,2010-04-18,5872.607958
841,2010-04-19,6404.8206789999995
842,2010-04-20,7802.533624
843,2010-04-21,13444.57941
844,2010-04-22,10727.40272
845,2010-04-23,7323.954685
846,2010-04-24,7253.401648999999
847,2010-04-25,8088.33614
848,2010-04-26,15136.76246
849,2010-04-27,15045.75963
850,2010-04-28,12787.22754
851,2010-04-29,11184.44058
852,2010-04-30,11917.93895
853,2010-05-01,10472.24529
854,2010-05-02,10477.362720000001
855,2010-05-03,9209.251464
856,2010-05-04,8491.46268
857,2010-05-05,8162.419756
858,2010-05-06,8114.577845000001
859,2010-05-07,7083.9313409999995
860,2010-05-08,6700.838219
861,2010-05-09,6377.091349
862,2010-05-10,6388.337793
863,2010-05-11,6423.207724
864,2010-05-12,6075.222533
865,2010-05-13,5242.707939
866,2010-05-14,4519.543671
867,2010-05-15,4261.291971
868,2010-05-16,4360.764495
869,2010-05-17,5511.491811999999
