Date,ETVol_acft
22-Jan-03,4254
23-Jan-03,4002
24-Jan-03,3489
25-Jan-03,3455
26-Jan-03,3684
27-Jan-03,4628
28-Jan-03,3408
29-Jan-03,2937
30-Jan-03,3920
31-Jan-03,3853
1-Feb-03,5030
2-Feb-03,4625
3-Feb-03,4682
4-Feb-03,5505
5-Feb-03,2915
6-Feb-03,4085
7-Feb-03,4627
8-Feb-03,3571
9-Feb-03,4125
10-Feb-03,5210
11-Feb-03,5411
12-Feb-03,5379
13-Feb-03,5429
14-Feb-03,5200
15-Feb-03,5864
16-Feb-03,5075
17-Feb-03,4036
18-Feb-03,5086
19-Feb-03,5277
20-Feb-03,4559
21-Feb-03,4177
22-Feb-03,6739
23-Feb-03,7344
24-Feb-03,5739
25-Feb-03,5209
26-Feb-03,5873
27-Feb-03,6262
28-Feb-03,4861
1-Mar-03,5322
2-Mar-03,6854
3-Mar-03,3539
4-Mar-03,6567
5-Mar-03,7176
6-Mar-03,7752
7-Mar-03,7850
8-Mar-03,6106
9-Mar-03,7505
10-Mar-03,5902
11-Mar-03,5505
12-Mar-03,5952
13-Mar-03,6616
14-Mar-03,6817
15-Mar-03,5916
16-Mar-03,5650
17-Mar-03,6844
18-Mar-03,6721
19-Mar-03,7239
20-Mar-03,7095
21-Mar-03,6661
22-Mar-03,5658
23-Mar-03,5133
24-Mar-03,7833
25-Mar-03,6456
26-Mar-03,7055
27-Mar-03,4045
28-Mar-03,5963
29-Mar-03,7163
30-Mar-03,5432
31-Mar-03,7379
1-Apr-03,5194
2-Apr-03,4571
3-Apr-03,5656
4-Apr-03,5527
5-Apr-03,6556
6-Apr-03,6672
7-Apr-03,5971
8-Apr-03,7617
9-Apr-03,6067
10-Apr-03,8127
11-Apr-03,5676
12-Apr-03,7462
13-Apr-03,7872
14-Apr-03,7473
15-Apr-03,5828
16-Apr-03,6432
17-Apr-03,6750
18-Apr-03,6848
19-Apr-03,5681
20-Apr-03,7400
21-Apr-03,7542
22-Apr-03,7460
23-Apr-03,8408
24-Apr-03,7569
25-Apr-03,5230
26-Apr-03,5684
27-Apr-03,7231
28-Apr-03,6358
29-Apr-03,6799
30-Apr-03,6066
1-May-03,6823
2-May-03,8227
3-May-03,8888
4-May-03,8901
5-May-03,8916
6-May-03,8699
7-May-03,8435
8-May-03,8163
9-May-03,8147
10-May-03,8822
11-May-03,9307
12-May-03,8845
13-May-03,8747
14-May-03,7320
15-May-03,7433
16-May-03,7923
17-May-03,7541
18-May-03,7659
19-May-03,7327
20-May-03,8091
21-May-03,6124
22-May-03,5702
23-May-03,5468
24-May-03,6538
25-May-03,7318
26-May-03,6411
27-May-03,5618
28-May-03,6808
29-May-03,7619
30-May-03,8521
31-May-03,8802
1-Jun-03,8781
2-Jun-03,7783
3-Jun-03,6529
4-Jun-03,7901
5-Jun-03,7037
6-Jun-03,7938
7-Jun-03,7013
8-Jun-03,6745
9-Jun-03,7335
10-Jun-03,5268
11-Jun-03,5833
12-Jun-03,6951
13-Jun-03,7342
14-Jun-03,8679
15-Jun-03,7108
16-Jun-03,7305
17-Jun-03,6672
18-Jun-03,7328
19-Jun-03,7453
20-Jun-03,5977
21-Jun-03,5518
22-Jun-03,5318
23-Jun-03,7226
24-Jun-03,7274
25-Jun-03,7984
26-Jun-03,8314
27-Jun-03,7139
28-Jun-03,7729
29-Jun-03,6856
30-Jun-03,7219
1-Jul-03,8429
2-Jul-03,7947
3-Jul-03,6996
4-Jul-03,8177
5-Jul-03,7622
6-Jul-03,8351
7-Jul-03,8973
8-Jul-03,8267
