,Date,ETVol_acft
885,2010-06-02,6405.125175
886,2010-06-03,4722.256291
887,2010-06-04,6670.286837
888,2010-06-05,6515.651189
889,2010-06-06,7909.234795
890,2010-06-07,5706.469806
891,2010-06-08,7784.062865999999
892,2010-06-09,7820.676340000001
893,2010-06-10,8092.477776000001
894,2010-06-11,8376.702793
895,2010-06-12,7743.535354000001
896,2010-06-13,6970.524920999999
897,2010-06-14,6455.817425
898,2010-06-15,8082.336826999999
899,2010-06-16,8472.220126
900,2010-06-17,7378.46457
901,2010-06-18,7455.562467
902,2010-06-19,7893.471737999999
903,2010-06-20,5799.563007
904,2010-06-21,6690.3763770000005
905,2010-06-22,6707.875796
906,2010-06-23,7002.137823
907,2010-06-24,6572.563002000001
908,2010-06-25,6372.802459
909,2010-06-26,6386.042557
910,2010-06-27,6296.9236630000005
911,2010-06-28,5610.018268
912,2010-06-29,5727.766896
913,2010-06-30,5225.342229999999
914,2010-07-01,4949.340069
915,2010-07-02,3849.353965
916,2010-07-03,3070.418981
917,2010-07-04,3720.5415350000003
918,2010-07-05,4423.374075
919,2010-07-06,3366.714376
920,2010-07-07,6107.525614
921,2010-07-08,6885.666709
922,2010-07-09,7255.177814
923,2010-07-10,7392.897008
924,2010-07-11,6482.246207
925,2010-07-12,5664.883468999999
926,2010-07-13,6259.728136
927,2010-07-14,4896.9766899999995
928,2010-07-15,5679.287133
929,2010-07-16,5032.978451
930,2010-07-17,6125.405331
931,2010-07-18,5971.06286
932,2010-07-19,6317.2798219999995
933,2010-07-20,5998.538679
934,2010-07-21,5846.915061
935,2010-07-22,5411.427553
936,2010-07-23,2069.051994
937,2010-07-24,6425.31859
938,2010-07-25,5670.626386
939,2010-07-26,6988.151156
940,2010-07-27,4807.179559
941,2010-07-28,6528.395933
942,2010-07-29,6608.929512
943,2010-07-30,4912.491492
944,2010-07-31,6769.597156999999
945,2010-08-01,6202.5767829999995
946,2010-08-02,4492.7232
947,2010-08-03,5165.373487
948,2010-08-04,4859.346478
949,2010-08-05,5034.103937
950,2010-08-06,6871.5095870000005
951,2010-08-07,4562.328756
952,2010-08-08,2901.46493
953,2010-08-09,5274.537554
954,2010-08-10,3084.882614
955,2010-08-11,5980.627595
956,2010-08-12,6536.927534
957,2010-08-13,6951.501251000001
958,2010-08-14,6037.406757
959,2010-08-15,3854.320185
960,2010-08-16,6666.9418479999995
961,2010-08-17,6952.631194
962,2010-08-18,6540.230476
963,2010-08-19,6367.890142
964,2010-08-20,6575.034772
965,2010-08-21,5900.485909
966,2010-08-22,3673.03993
967,2010-08-23,3401.128575
968,2010-08-24,1936.728113
969,2010-08-25,2824.465426
970,2010-08-26,3605.207332
971,2010-08-27,5018.538427
972,2010-08-28,4938.131539999999
973,2010-08-29,6034.259491
974,2010-08-30,3939.647576
975,2010-08-31,5598.04235
976,2010-09-01,6192.5304909999995
977,2010-09-02,6884.782183
978,2010-09-03,6176.273362
979,2010-09-04,5983.533709
980,2010-09-05,4999.418949
981,2010-09-06,2219.7771350000003
982,2010-09-07,3489.013984
983,2010-09-08,4431.65369
984,2010-09-09,5227.235466
985,2010-09-10,5653.828361999999
986,2010-09-11,5465.562586
987,2010-09-12,5639.389123
988,2010-09-13,4647.3684920000005
989,2010-09-14,5216.061989
990,2010-09-15,4684.283559
991,2010-09-16,5053.372434000001
992,2010-09-17,3540.3121590000005
993,2010-09-18,4382.978016
994,2010-09-19,5167.713115
995,2010-09-20,5713.910667
996,2010-09-21,5474.5603439999995
997,2010-09-22,4717.283244
998,2010-09-23,3926.786539
999,2010-09-24,4571.655343
1000,2010-09-25,4855.742340999999
1001,2010-09-26,4853.284176
1002,2010-09-27,3843.425093
1003,2010-09-28,1519.057025
1004,2010-09-29,2119.9027690000003
1005,2010-09-30,4460.700556000001
1006,2010-10-01,5587.947179
1007,2010-10-02,4793.640566
1008,2010-10-03,4492.048731
1009,2010-10-04,5338.564147
1010,2010-10-05,4922.507646
1011,2010-10-06,5109.8800630000005
1012,2010-10-07,4642.91229
1013,2010-10-08,5276.546383
1014,2010-10-09,6007.052735
1015,2010-10-10,5812.748271
1016,2010-10-11,5780.964043999999
1017,2010-10-12,3389.121726
1018,2010-10-13,3073.403452
1019,2010-10-14,1535.656315
1020,2010-10-15,5482.406181
1021,2010-10-16,5315.161247
1022,2010-10-17,3807.6886990000003
1023,2010-10-18,4304.302948
1024,2010-10-19,0.0
1025,2010-10-20,3657.918845
1026,2010-10-21,5342.740142000001
1027,2010-10-22,5197.301268
1028,2010-10-23,4376.771349000001
1029,2010-10-24,3847.5115200000005
1030,2010-10-25,4889.266982
1031,2010-10-26,4383.166252
1032,2010-10-27,4777.144903
1033,2010-10-28,4541.270004999999
1034,2010-10-29,4065.8061049999997
1035,2010-10-30,5067.610205
1036,2010-10-31,4486.8162729999995
1037,2010-11-01,3710.4480729999996
1038,2010-11-02,3657.5592439999996
1039,2010-11-03,2759.7060239999996
1040,2010-11-04,1176.387454
1041,2010-11-05,4321.293942
1042,2010-11-06,4692.0621869999995
1043,2010-11-07,3364.207626
1044,2010-11-08,3949.244444
1045,2010-11-09,3900.882569
1046,2010-11-10,4716.132946
1047,2010-11-11,4380.839045000001
1048,2010-11-12,4188.916415
1049,2010-11-13,4534.229438
1050,2010-11-14,4270.444858
1051,2010-11-15,4292.311761
1052,2010-11-16,3938.9726479999995
1053,2010-11-17,3828.6003200000005
1054,2010-11-18,2528.566879
1055,2010-11-19,3783.132369
1056,2010-11-20,3069.190848
1057,2010-11-21,3508.9667259999997
1058,2010-11-22,3124.058034
1059,2010-11-23,3863.506436
1060,2010-11-24,3576.957251
1061,2010-11-25,3232.417117
1062,2010-11-26,1900.1878140000001
1063,2010-11-27,2521.332577
1064,2010-11-28,3127.461434
1065,2010-11-29,3044.356787
1066,2010-11-30,3372.452493
1067,2010-12-01,1607.858572
1068,2010-12-02,2907.3127440000003
1069,2010-12-03,3100.220968
1070,2010-12-04,3218.319563
1071,2010-12-05,1987.675448
1072,2010-12-06,2803.5576960000003
1073,2010-12-07,3004.7316079999996
1074,2010-12-08,3060.812657
1075,2010-12-09,591.1536231
1076,2010-12-10,2902.356989
1077,2010-12-11,2167.733984
1078,2010-12-12,2103.150572
1079,2010-12-13,2697.249761
1080,2010-12-14,3902.982072
1081,2010-12-15,3558.3272020000004
1082,2010-12-16,3417.959068
1083,2010-12-17,3757.999003
1084,2010-12-18,1382.161584
1085,2010-12-19,973.7261470000001
1086,2010-12-20,3451.115717
1087,2010-12-21,3453.1623310000004
1088,2010-12-22,3121.224577
1089,2010-12-23,3293.684118
1090,2010-12-24,3390.677927
1091,2010-12-25,3124.5305
1092,2010-12-26,2495.4425300000003
1093,2010-12-27,3434.3625979999997
1094,2010-12-28,3609.3739530000003
1095,2010-12-29,3696.3584060000003
1096,2010-12-30,1768.3930879999998
1097,2010-12-31,2323.477186
