,Date,RF_acft
982,2010-09-07,15812.1135
983,2010-09-08,2152.993625
984,2010-09-09,2016.5823329999998
985,2010-09-10,91.68916667
986,2010-09-11,0.0
987,2010-09-12,0.0
988,2010-09-13,4034.033667
989,2010-09-14,0.0
990,2010-09-15,0.0
991,2010-09-16,0.0
992,2010-09-17,731.5646667000001
993,2010-09-18,45.68
994,2010-09-19,2236.223208
995,2010-09-20,0.0
996,2010-09-21,0.0
997,2010-09-22,91.10325
998,2010-09-23,0.0
999,2010-09-24,4870.501792
1000,2010-09-25,0.0
1001,2010-09-26,1228.294125
1002,2010-09-27,8416.089375
1003,2010-09-28,29380.798130000003
1004,2010-09-29,5478.045
1005,2010-09-30,0.0
1006,2010-10-01,912.5466667000002
1007,2010-10-02,0.0
1008,2010-10-03,0.0
1009,2010-10-04,0.0
1010,2010-10-05,0.0
1011,2010-10-06,0.0
1012,2010-10-07,0.0
1013,2010-10-08,0.0
1014,2010-10-09,0.0
1015,2010-10-10,0.0
1016,2010-10-11,270.291
1017,2010-10-12,89.94033333
1018,2010-10-13,0.0
1019,2010-10-14,761.8295
1020,2010-10-15,0.0
1021,2010-10-16,0.0
1022,2010-10-17,267.189
1023,2010-10-18,177.87533330000002
1024,2010-10-19,177.65599999999998
1025,2010-10-20,1950.4246670000002
1026,2010-10-21,0.0
1027,2010-10-22,88.46766667
1028,2010-10-23,0.0
1029,2010-10-24,0.0
1030,2010-10-25,0.0
1031,2010-10-26,0.0
1032,2010-10-27,0.0
1033,2010-10-28,0.0
1034,2010-10-29,0.0
1035,2010-10-30,0.0
1036,2010-10-31,173.83333330000002
1037,2010-11-01,4033.88275
1038,2010-11-02,390.126
1039,2010-11-03,6244.68
1040,2010-11-04,8946.700167
1041,2010-11-05,1209.581333
1042,2010-11-06,0.0
1043,2010-11-07,0.0
1044,2010-11-08,0.0
1045,2010-11-09,0.0
1046,2010-11-10,0.0
1047,2010-11-11,0.0
1048,2010-11-12,0.0
1049,2010-11-13,0.0
1050,2010-11-14,0.0
1051,2010-11-15,0.0
1052,2010-11-16,0.0
1053,2010-11-17,0.0
1054,2010-11-18,0.0
1055,2010-11-19,0.0
1056,2010-11-20,83.75316667
1057,2010-11-21,0.0
1058,2010-11-22,0.0
1059,2010-11-23,0.0
1060,2010-11-24,0.0
1061,2010-11-25,0.0
1062,2010-11-26,0.0
1063,2010-11-27,248.09599999999998
1064,2010-11-28,0.0
1065,2010-11-29,82.40266667
1066,2010-11-30,0.0
1067,2010-12-01,0.0
1068,2010-12-02,0.0
1069,2010-12-03,0.0
1070,2010-12-04,0.0
1071,2010-12-05,0.0
1072,2010-12-06,0.0
1073,2010-12-07,0.0
1074,2010-12-08,0.0
1075,2010-12-09,5814.876
1076,2010-12-10,80.79066667
1077,2010-12-11,242.3435
1078,2010-12-12,0.0
1079,2010-12-13,0.0
1080,2010-12-14,0.0
1081,2010-12-15,0.0
1082,2010-12-16,0.0
1083,2010-12-17,240.2345
1084,2010-12-18,7210.455
1085,2010-12-19,561.0126667000001
1086,2010-12-20,80.09716667
1087,2010-12-21,80.14466667
1088,2010-12-22,0.0
1089,2010-12-23,0.0
1090,2010-12-24,0.0
1091,2010-12-25,0.0
1092,2010-12-26,3668.4386670000004
1093,2010-12-27,0.0
1094,2010-12-28,0.0
1095,2010-12-29,0.0
1096,2010-12-30,0.0
1097,2010-12-31,0.0
